"Step","Group: protoss_10_vs_11_ACORM_WM - win_rate","Group: protoss_10_vs_11_ACORM_WM - win_rate__MIN","Group: protoss_10_vs_11_ACORM_WM - win_rate__MAX"
"2980249","0.4375","0.4375","0.4375"
"2980270","0.21875","0.21875","0.21875"
"2980280","0.1875","0.1875","0.1875"
"2990268","0.390625","0.3125","0.46875"
"2990276","0.40625","0.40625","0.40625"
"2990304","0.34375","0.34375","0.34375"
"2990375","0.375","0.375","0.375"
"3000225","0.3125","0.3125","0.3125"
"3000227","0.375","0.375","0.375"
"3000233","0.3125","0.3125","0.3125"
"3000275","0.28125","0.28125","0.28125"
"3000316","0.15625","0.15625","0.15625"
