"Step","Group: 3s5z_vs_3s6z_ACORM_WMnocl - win_rate","Group: 3s5z_vs_3s6z_ACORM_WMnocl - win_rate__MIN","Group: 3s5z_vs_3s6z_ACORM_WMnocl - win_rate__MAX"
"2720245","0.09375","0.09375","0.09375"
"2720259","0.8125","0.8125","0.8125"
"2720269","0.75","0.75","0.75"
"2720339","0.65625","0.65625","0.65625"
"2730222","0.78125","0.78125","0.78125"
"2730232","0.6875","0.6875","0.6875"
"2730239","0.75","0.75","0.75"
"2730247","0.78125","0.78125","0.78125"
"2730251","0.875","0.875","0.875"
"2730269","0.15625","0.15625","0.15625"
"2740225","0.6875","0.6875","0.6875"
"2740232","0.25","0.25","0.25"
"2740237","0.78125","0.78125","0.78125"
"2740250","0.6875","0.6875","0.6875"
"2740260","0.90625","0.90625","0.90625"
"2740270","0.46875","0.46875","0.46875"
"2750228","0.90625","0.90625","0.90625"
"2750254","0.21875","0.21875","0.21875"
"2750257","0.78125","0.78125","0.78125"
"2750261","0.40625","0.40625","0.40625"
"2750264","0.84375","0.84375","0.84375"
"2750333","0.96875","0.96875","0.96875"
"2760260","0.96875","0.96875","0.96875"
"2760273","0.75","0.75","0.75"
"2760274","0.8125","0.8125","0.8125"
"2760288","0.71875","0.71875","0.71875"
"2760300","0.78125","0.78125","0.78125"
"2760319","0.125","0.125","0.125"
"2770238","0.78125","0.78125","0.78125"
"2770258","0.90625","0.90625","0.90625"
"2770268","0.21875","0.21875","0.21875"
"2770284","0.9375","0.9375","0.9375"
"2770303","0.71875","0.71875","0.71875"
"2770345","0.59375","0.59375","0.59375"
"2780228","0.8125","0.8125","0.8125"
"2780241","0.78125","0.78125","0.78125"
"2780242","0.21875","0.21875","0.21875"
"2780252","0.84375","0.84375","0.84375"
"2780260","0.71875","0.71875","0.71875"
"2780273","0.875","0.875","0.875"
"2790223","0.90625","0.90625","0.90625"
"2790238","0.78125","0.78125","0.78125"
"2790246","0.1875","0.1875","0.1875"
"2790251","0.90625","0.90625","0.90625"
"2790265","0.84375","0.84375","0.84375"
"2790276","0.8125","0.8125","0.8125"
"2800224","0.9375","0.9375","0.9375"
"2800229","0.90625","0.90625","0.90625"
"2800234","0.9375","0.9375","0.9375"
"2800255","0.453125","0.125","0.78125"
"2800330","0.65625","0.65625","0.65625"
"2810240","0.8125","0.8125","0.8125"
"2810263","0.78125","0.78125","0.78125"
"2810265","0.25","0.25","0.25"
"2810283","0.875","0.875","0.875"
"2810315","0.71875","0.71875","0.71875"
"2820227","0.71875","0.71875","0.71875"
"2820242","0.0625","0.0625","0.0625"
"2820247","0.90625","0.90625","0.90625"
"2820284","0.75","0.75","0.75"
"2820307","0.75","0.75","0.75"
"2820376","0.46875","0.46875","0.46875"
"2830222","0.75","0.75","0.75"
"2830226","0.59375","0.59375","0.59375"
"2830247","0.5","0.5","0.5"
"2830265","0.21875","0.21875","0.21875"
"2830277","0.875","0.875","0.875"
"2830346","0.8125","0.8125","0.8125"
"2840231","0.625","0.625","0.625"
"2840236","0.875","0.875","0.875"
"2840249","0.9375","0.9375","0.9375"
"2840272","0.75","0.75","0.75"
"2840273","0.125","0.125","0.125"
"2840283","0.65625","0.65625","0.65625"
"2850250","0.84375","0.84375","0.84375"
"2850261","0.84375","0.84375","0.84375"
"2850265","0.125","0.125","0.125"
"2850266","0.84375","0.84375","0.84375"
"2850271","0.8125","0.8125","0.8125"
"2850283","0.90625","0.90625","0.90625"
"2860230","0.125","0.125","0.125"
"2860246","0.71875","0.71875","0.71875"
"2860249","0.78125","0.78125","0.78125"
"2860276","0.90625","0.90625","0.90625"
"2860279","0.84375","0.84375","0.84375"
"2860300","0.90625","0.90625","0.90625"
"2870220","0.84375","0.84375","0.84375"
"2870226","0.9375","0.9375","0.9375"
"2870232","0.78125","0.78125","0.78125"
"2870247","0.125","0.125","0.125"
"2870254","0.8125","0.8125","0.8125"
"2870319","0.8125","0.8125","0.8125"
"2880255","0.1875","0.1875","0.1875"
"2880263","0.875","0.875","0.875"
"2880269","0.84375","0.84375","0.84375"
"2880275","0.875","0.875","0.875"
"2880279","0.875","0.875","0.875"
"2880307","0.8125","0.8125","0.8125"
"2890225","0.0625","0.0625","0.0625"
"2890237","0.9375","0.9375","0.9375"
"2890268","0.8125","0.8125","0.8125"
"2890278","0.9375","0.9375","0.9375"
"2890290","0.8125","0.8125","0.8125"
"2890304","0.625","0.625","0.625"
"2900235","0.875","0.875","0.875"
"2900243","0.9375","0.9375","0.9375"
"2900245","0.484375","0.15625","0.8125"
"2900247","0.78125","0.78125","0.78125"
"2900361","0.53125","0.53125","0.53125"
"2910251","0.84375","0.84375","0.84375"
"2910254","0.75","0.75","0.75"
"2910261","0.78125","0.78125","0.78125"
"2910277","0.84375","0.84375","0.84375"
"2910336","0.09375","0.09375","0.09375"
"2910367","0.875","0.875","0.875"
"2920220","0.71875","0.71875","0.71875"
"2920227","0.6875","0.6875","0.6875"
"2920238","0.875","0.875","0.875"
"2920266","0.90625","0.90625","0.90625"
"2920277","0.78125","0.78125","0.78125"
"2920328","0.0625","0.0625","0.0625"
"2930226","0.71875","0.71875","0.71875"
"2930246","0.875","0.875","0.875"
"2930280","0.875","0.875","0.875"
"2930302","0.6875","0.6875","0.6875"
"2930327","0.0625","0.0625","0.0625"
"2930358","0.875","0.875","0.875"
"2940228","0.96875","0.96875","0.96875"
"2940260","0.875","0.875","0.875"
"2940261","0.875","0.875","0.875"
"2940316","0.8125","0.8125","0.8125"
"2940353","0.8125","0.8125","0.8125"
"2940364","0.3125","0.3125","0.3125"
"2950220","0.71875","0.71875","0.71875"
"2950252","0.28125","0.28125","0.28125"
"2950259","0.84375","0.84375","0.84375"
"2950273","0.6875","0.6875","0.6875"
"2950278","0.75","0.75","0.75"
"2950294","0.9375","0.9375","0.9375"
"2960220","0.875","0.875","0.875"
"2960237","0.84375","0.84375","0.84375"
"2960257","0.09375","0.09375","0.09375"
"2960286","0.75","0.75","0.75"
"2960294","0.8125","0.8125","0.8125"
"2960301","0.78125","0.78125","0.78125"
"2970257","0.875","0.875","0.875"
"2970276","0.8125","0.8125","0.8125"
"2970278","0.21875","0.21875","0.21875"
"2970289","0.84375","0.84375","0.84375"
"2970326","0.71875","0.71875","0.71875"
"2970355","0.8125","0.8125","0.8125"
"2980222","0.8125","0.8125","0.8125"
"2980233","0.8125","0.8125","0.8125"
"2980241","0.78125","0.78125","0.78125"
"2980256","0.75","0.75","0.75"
"2980268","0.0625","0.0625","0.0625"
"2980274","0.78125","0.78125","0.78125"
"2990235","0.90625","0.90625","0.90625"
"2990252","0.90625","0.90625","0.90625"
"2990279","0.875","0.875","0.875"
"2990280","0.875","0.875","0.875"
"2990307","0.125","0.125","0.125"
"2990330","0.78125","0.78125","0.78125"
"3000230","0.84375","0.84375","0.84375"
"3000234","0.9375","0.9375","0.9375"
"3000261","0.8125","0.8125","0.8125"
"3000263","0.96875","0.96875","0.96875"
"3000277","0.125","0.125","0.125"
"3000279","0.90625","0.90625","0.90625"
