"Step","Group: protoss_5_vs_5_ACORM - win_rate","Group: protoss_5_vs_5_ACORM - win_rate__MIN","Group: protoss_5_vs_5_ACORM - win_rate__MAX"
"2400614","0.75","0.75","0.75"
"2400619","0.59375","0.59375","0.59375"
"2400634","0.65625","0.65625","0.65625"
"2400654","0.53125","0.53125","0.53125"
"2400655","0.65625","0.65625","0.65625"
"2410609","0.5","0.5","0.5"
"2410612","0.71875","0.71875","0.71875"
"2410621","0.4375","0.4375","0.4375"
"2410646","0.75","0.75","0.75"
"2410652","0.40625","0.40625","0.40625"
"2410660","0.59375","0.59375","0.59375"
"2420617","0.65625","0.5625","0.75"
"2420619","0.5","0.5","0.5"
"2420627","0.53125","0.53125","0.53125"
"2420637","0.65625","0.65625","0.65625"
"2420639","0.46875","0.46875","0.46875"
"2430618","0.53125","0.53125","0.53125"
"2430626","0.515625","0.4375","0.59375"
"2430632","0.625","0.625","0.625"
"2430645","0.5625","0.5625","0.5625"
"2430646","0.625","0.625","0.625"
"2440603","0.640625","0.625","0.65625"
"2440637","0.8125","0.8125","0.8125"
"2440652","0.5625","0.46875","0.65625"
"2440658","0.59375","0.59375","0.59375"
"2450614","0.46875","0.46875","0.46875"
"2450618","0.65625","0.65625","0.65625"
"2450619","0.625","0.625","0.625"
"2450623","0.71875","0.65625","0.78125"
"2450638","0.59375","0.59375","0.59375"
"2460606","0.65625","0.65625","0.65625"
"2460630","0.5","0.5","0.5"
"2460639","0.5","0.5","0.5"
"2460642","0.65625","0.65625","0.65625"
"2460655","0.53125","0.53125","0.53125"
"2460656","0.59375","0.59375","0.59375"
"2470607","0.625","0.625","0.625"
"2470609","0.6875","0.6875","0.6875"
"2470642","0.625","0.625","0.625"
"2470644","0.65625","0.65625","0.65625"
"2470650","0.625","0.625","0.625"
"2470658","0.78125","0.78125","0.78125"
"2480607","0.59375","0.4375","0.75"
"2480616","0.65625","0.59375","0.71875"
"2480624","0.40625","0.40625","0.40625"
"2480652","0.5625","0.5625","0.5625"
"2490628","0.65625","0.65625","0.65625"
"2490648","0.53125","0.53125","0.53125"
"2490653","0.59375","0.59375","0.59375"
"2490654","0.6875","0.6875","0.6875"
"2490656","0.625","0.625","0.625"
"2490665","0.5625","0.5625","0.5625"
"2500600","0.75","0.75","0.75"
"2500619","0.65625","0.65625","0.65625"
"2500623","0.53125","0.53125","0.53125"
"2500646","0.71875","0.71875","0.71875"
"2500653","0.65625","0.65625","0.65625"
"2500656","0.71875","0.71875","0.71875"
"2510602","0.625","0.625","0.625"
"2510604","0.75","0.75","0.75"
"2510622","0.59375","0.59375","0.59375"
"2510626","0.59375","0.59375","0.59375"
"2510634","0.53125","0.53125","0.53125"
"2510670","0.53125","0.53125","0.53125"
"2520601","0.625","0.625","0.625"
"2520605","0.5625","0.5625","0.5625"
"2520608","0.78125","0.78125","0.78125"
"2520612","0.65625","0.65625","0.65625"
"2520639","0.65625","0.65625","0.65625"
"2520652","0.65625","0.65625","0.65625"
"2530618","0.59375","0.59375","0.59375"
"2530629","0.59375","0.59375","0.59375"
"2530645","0.46875","0.46875","0.46875"
"2530648","0.5","0.5","0.5"
"2530653","0.5625","0.5625","0.5625"
"2530685","0.53125","0.53125","0.53125"
"2540625","0.71875","0.71875","0.71875"
"2540628","0.75","0.75","0.75"
"2540643","0.46875","0.46875","0.46875"
"2540649","0.625","0.625","0.625"
"2540652","0.625","0.625","0.625"
"2540665","0.71875","0.71875","0.71875"
"2550616","0.53125","0.5","0.5625"
"2550617","0.625","0.625","0.625"
"2550637","0.4375","0.4375","0.4375"
"2550643","0.6875","0.6875","0.6875"
"2550647","0.65625","0.65625","0.65625"
"2560603","0.5625","0.5625","0.5625"
"2560615","0.6875","0.6875","0.6875"
"2560617","0.53125","0.53125","0.53125"
"2560643","0.65625","0.65625","0.65625"
"2560657","0.71875","0.71875","0.71875"
"2560667","0.59375","0.59375","0.59375"
"2570602","0.75","0.75","0.75"
"2570603","0.53125","0.53125","0.53125"
"2570609","0.53125","0.53125","0.53125"
"2570620","0.5625","0.5625","0.5625"
"2570624","0.625","0.625","0.625"
"2570628","0.59375","0.59375","0.59375"
"2580616","0.78125","0.78125","0.78125"
"2580624","0.53125","0.53125","0.53125"
"2580625","0.71875","0.71875","0.71875"
"2580641","0.5625","0.5625","0.5625"
"2580648","0.5625","0.5625","0.5625"
"2580671","0.6875","0.6875","0.6875"
"2590607","0.78125","0.78125","0.78125"
"2590623","0.5625","0.5625","0.5625"
"2590627","0.59375","0.59375","0.59375"
"2590655","0.5625","0.5625","0.5625"
"2590669","0.59375","0.59375","0.59375"
"2590681","0.71875","0.71875","0.71875"
"2600610","0.65625","0.65625","0.65625"
"2600613","0.625","0.625","0.625"
"2600621","0.5625","0.5625","0.5625"
"2600656","0.5625","0.46875","0.65625"
"2600680","0.59375","0.59375","0.59375"
"2610600","0.375","0.375","0.375"
"2610620","0.625","0.625","0.625"
"2610624","0.59375","0.59375","0.59375"
"2610628","0.6875","0.6875","0.6875"
"2610631","0.65625","0.65625","0.65625"
"2610648","0.59375","0.59375","0.59375"
"2620615","0.625","0.625","0.625"
"2620619","0.625","0.625","0.625"
"2620638","0.65625","0.65625","0.65625"
"2620644","0.53125","0.53125","0.53125"
"2620650","0.59375","0.59375","0.59375"
"2620674","0.65625","0.65625","0.65625"
"2630610","0.5625","0.5625","0.5625"
"2630615","0.5625","0.5625","0.5625"
"2630620","0.59375","0.59375","0.59375"
"2630633","0.65625","0.65625","0.65625"
"2630648","0.6875","0.6875","0.6875"
"2630657","0.59375","0.59375","0.59375"
"2640610","0.65625","0.65625","0.65625"
"2640612","0.6875","0.6875","0.6875"
"2640628","0.65625","0.625","0.6875"
"2640645","0.5625","0.5625","0.5625"
"2640669","0.71875","0.71875","0.71875"
"2650612","0.5","0.5","0.5"
"2650624","0.6875","0.6875","0.6875"
"2650625","0.78125","0.78125","0.78125"
"2650658","0.65625","0.65625","0.65625"
"2650665","0.65625","0.65625","0.65625"
"2660608","0.59375","0.59375","0.59375"
"2660623","0.6875","0.6875","0.6875"
"2660627","0.59375","0.59375","0.59375"
"2660633","0.8125","0.8125","0.8125"
"2660667","0.65625","0.65625","0.65625"
"2660684","0.53125","0.53125","0.53125"
"2670606","0.59375","0.59375","0.59375"
"2670630","0.53125","0.53125","0.53125"
"2670632","0.5625","0.5625","0.5625"
"2670643","0.46875","0.46875","0.46875"
"2670651","0.78125","0.78125","0.78125"
"2670667","0.625","0.625","0.625"
"2680607","0.65625","0.65625","0.65625"
"2680608","0.625","0.625","0.625"
"2680621","0.59375","0.59375","0.59375"
"2680632","0.75","0.75","0.75"
"2680642","0.5","0.5","0.5"
"2680646","0.5","0.5","0.5"
"2690615","0.8125","0.8125","0.8125"
"2690628","0.5625","0.5625","0.5625"
"2690638","0.6875","0.6875","0.6875"
"2690646","0.65625","0.65625","0.65625"
"2690657","0.53125","0.53125","0.53125"
"2690681","0.78125","0.78125","0.78125"
"2700618","0.59375","0.5625","0.625"
"2700636","0.6875","0.6875","0.6875"
"2700648","0.59375","0.59375","0.59375"
"2700664","0.59375","0.59375","0.59375"
"2710606","0.46875","0.46875","0.46875"
"2710617","0.53125","0.53125","0.53125"
"2710626","0.71875","0.71875","0.71875"
"2710631","0.53125","0.53125","0.53125"
"2710641","0.65625","0.65625","0.65625"
"2720600","0.65625","0.65625","0.65625"
"2720607","0.5625","0.5625","0.5625"
"2720621","0.59375","0.59375","0.59375"
"2720630","0.46875","0.46875","0.46875"
"2720644","0.75","0.75","0.75"
"2730600","0.5","0.5","0.5"
"2730603","0.625","0.625","0.625"
"2730642","0.6875","0.6875","0.6875"
"2730649","0.65625","0.65625","0.65625"
"2740622","0.5625","0.5625","0.5625"
"2740629","0.6875","0.6875","0.6875"
"2740646","0.5625","0.5625","0.5625"
"2740652","0.53125","0.53125","0.53125"
"2750624","0.5625","0.5625","0.5625"
"2750628","0.59375","0.59375","0.59375"
"2750642","0.59375","0.59375","0.59375"
"2750655","0.75","0.75","0.75"
"2760625","0.53125","0.53125","0.53125"
"2760629","0.59375","0.59375","0.59375"
"2760647","0.59375","0.59375","0.59375"
"2770613","0.59375","0.59375","0.59375"
"2770636","0.75","0.75","0.75"
"2770649","0.6875","0.6875","0.6875"
"2780628","0.75","0.75","0.75"
"2780655","0.625","0.625","0.625"
"2790603","0.78125","0.78125","0.78125"
"2790670","0.5625","0.5625","0.5625"
"2800653","0.5625","0.5625","0.5625"
"2810615","0.59375","0.59375","0.59375"
"2820620","0.5625","0.5625","0.5625"
