"Step","Group: zerg_5_vs_5_ACORM - win_rate","Group: zerg_5_vs_5_ACORM - win_rate__MIN","Group: zerg_5_vs_5_ACORM - win_rate__MAX"
"310609","0.15625","0.125","0.1875"
"310614","0.1875","0.1875","0.1875"
"310624","0.28125","0.28125","0.28125"
"310625","0.1875","0.1875","0.1875"
"320601","0.125","0.125","0.125"
"320604","0.28125","0.28125","0.28125"
"320613","0.28125","0.28125","0.28125"
"320614","0.21875","0.21875","0.21875"
"320619","0.0625","0.0625","0.0625"
"320634","0.34375","0.34375","0.34375"
"330603","0.25","0.25","0.25"
"330605","0.140625","0.09375","0.1875"
"330624","0.09375","0.09375","0.09375"
"330625","0.34375","0.34375","0.34375"
"330628","0.03125","0.03125","0.03125"
"340610","0.1875","0.1875","0.1875"
"340611","0.125","0.125","0.125"
"340614","0.28125","0.28125","0.28125"
"340615","0.09375","0.09375","0.09375"
"340620","0.15625","0.15625","0.15625"
"340629","0.21875","0.21875","0.21875"
"350606","0.25","0.25","0.25"
"350609","0.25","0.25","0.25"
"350624","0.21875","0.21875","0.21875"
"350625","0.1875","0.15625","0.21875"
"350633","0.21875","0.21875","0.21875"
"360605","0.28125","0.28125","0.28125"
"360614","0.0625","0.0625","0.0625"
"360616","0.3125","0.3125","0.3125"
"360618","0.125","0.125","0.125"
"360622","0.15625","0.15625","0.15625"
"360633","0.09375","0.09375","0.09375"
"370602","0.34375","0.34375","0.34375"
"370609","0.1875","0.1875","0.1875"
"370615","0.21875","0.21875","0.21875"
"370620","0.15625","0.15625","0.15625"
"370630","0.28125","0.28125","0.28125"
"370643","0.09375","0.09375","0.09375"
"380608","0.25","0.25","0.25"
"380610","0.21875","0.21875","0.21875"
"380613","0.15625","0.125","0.1875"
"380614","0.25","0.25","0.25"
"380619","0.15625","0.15625","0.15625"
"390612","0.125","0.125","0.125"
"390614","0.28125","0.28125","0.28125"
"390615","0.125","0.125","0.125"
"390625","0.09375","0.09375","0.09375"
"390628","0.21875","0.21875","0.21875"
"390631","0.125","0.125","0.125"
"400600","0.09375","0.09375","0.09375"
"400602","0.03125","0.03125","0.03125"
"400610","0.0625","0.0625","0.0625"
"400620","0.3125","0.3125","0.3125"
"400626","0.28125","0.28125","0.28125"
"400641","0.3125","0.3125","0.3125"
"410605","0.3125","0.3125","0.3125"
"410612","0.28125","0.28125","0.28125"
"410623","0.21875","0.21875","0.21875"
"410624","0.09375","0.09375","0.09375"
"410628","0.234375","0.21875","0.25"
"420600","0.34375","0.34375","0.34375"
"420601","0.375","0.375","0.375"
"420608","0.125","0.125","0.125"
"420609","0.1875","0.1875","0.1875"
"420626","0.25","0.25","0.25"
"420630","0.125","0.125","0.125"
"430602","0.3125","0.3125","0.3125"
"430611","0.1875","0.1875","0.1875"
"430613","0.1875","0.1875","0.1875"
"430622","0.203125","0.125","0.28125"
"430624","0.15625","0.15625","0.15625"
"440603","0.3125","0.3125","0.3125"
"440606","0.09375","0.09375","0.09375"
"440622","0.21875","0.21875","0.21875"
"440625","0.140625","0.125","0.15625"
"440636","0.3125","0.3125","0.3125"
"450608","0.03125","0.03125","0.03125"
"450610","0.25","0.25","0.25"
"450618","0.21875","0.21875","0.21875"
"450620","0.25","0.25","0.25"
"450621","0.375","0.375","0.375"
"450625","0.1875","0.1875","0.1875"
"460602","0.28125","0.28125","0.28125"
"460611","0.25","0.1875","0.3125"
"460621","0.28125","0.28125","0.28125"
"460623","0.1875","0.1875","0.1875"
"460629","0.34375","0.34375","0.34375"
"470602","0.28125","0.28125","0.28125"
"470609","0.40625","0.40625","0.40625"
"470612","0.25","0.25","0.25"
"470618","0.28125","0.28125","0.28125"
"470619","0.25","0.25","0.25"
"470622","0.28125","0.28125","0.28125"
"480601","0.21875","0.21875","0.21875"
"480603","0.46875","0.46875","0.46875"
"480606","0.09375","0.09375","0.09375"
"480614","0.15625","0.15625","0.15625"
"480622","0.15625","0.15625","0.15625"
"480625","0.28125","0.28125","0.28125"
"490601","0.25","0.25","0.25"
"490610","0.21875","0.21875","0.21875"
"490619","0.1875","0.125","0.25"
"490625","0.234375","0.1875","0.28125"
"500606","0.3125","0.3125","0.3125"
"500608","0.09375","0.09375","0.09375"
"500611","0.375","0.375","0.375"
"500612","0.21875","0.21875","0.21875"
"500627","0.1875","0.1875","0.1875"
"500630","0.28125","0.28125","0.28125"
"510604","0.125","0.125","0.125"
"510605","0.375","0.375","0.375"
"510620","0.28125","0.28125","0.28125"
"510629","0.25","0.25","0.25"
"510630","0.5","0.5","0.5"
"510644","0.40625","0.40625","0.40625"
"520602","0.09375","0.09375","0.09375"
"520612","0.1875","0.1875","0.1875"
"520613","0.3125","0.3125","0.3125"
"520614","0.25","0.25","0.25"
"520621","0.3125","0.3125","0.3125"
"520628","0.375","0.375","0.375"
"530602","0.23958333333333334","0.1875","0.28125"
"530612","0.25","0.25","0.25"
"530620","0.375","0.375","0.375"
"530621","0.34375","0.34375","0.34375"
"540604","0.3125","0.3125","0.3125"
"540608","0.28125","0.28125","0.28125"
"540613","0.3125","0.3125","0.3125"
"540618","0.21875","0.21875","0.21875"
"540619","0.28125","0.1875","0.375"
"550606","0.09375","0.09375","0.09375"
"550607","0.21875","0.21875","0.21875"
"550609","0.28125","0.28125","0.28125"
"550612","0.234375","0.1875","0.28125"
"550624","0.1875","0.1875","0.1875"
"560606","0.3125","0.3125","0.3125"
"560611","0.21875","0.21875","0.21875"
"560612","0.375","0.375","0.375"
"560614","0.53125","0.53125","0.53125"
"560625","0.15625","0.15625","0.15625"
"560631","0.25","0.25","0.25"
"570600","0.40625","0.40625","0.40625"
"570612","0.15625","0.15625","0.15625"
"570616","0.28125","0.28125","0.28125"
"570619","0.296875","0.28125","0.3125"
"570627","0.125","0.125","0.125"
"580600","0.3125","0.3125","0.3125"
"580606","0.28125","0.28125","0.28125"
"580615","0.3125","0.3125","0.3125"
"580616","0.15625","0.15625","0.15625"
"580617","0.4375","0.4375","0.4375"
"580625","0.25","0.25","0.25"
"590600","0.1875","0.1875","0.1875"
"590601","0.3125","0.3125","0.3125"
"590605","0.4375","0.4375","0.4375"
"590615","0.34375","0.34375","0.34375"
"590621","0.15625","0.15625","0.15625"
"590625","0.3125","0.3125","0.3125"
"600605","0.46875","0.46875","0.46875"
"600607","0.1875","0.1875","0.1875"
"600609","0.34375","0.34375","0.34375"
"600612","0.3125","0.3125","0.3125"
"600616","0.40625","0.40625","0.40625"
"600617","0.28125","0.28125","0.28125"
"610605","0.21875","0.21875","0.21875"
"610621","0.34375","0.34375","0.34375"
"610622","0.28125","0.28125","0.28125"
"610623","0.3125","0.3125","0.3125"
"610625","0.28125","0.28125","0.28125"
"610629","0.1875","0.1875","0.1875"
"620608","0.21875","0.21875","0.21875"
"620611","0.21875","0.21875","0.21875"
"620617","0.28125","0.28125","0.28125"
"620619","0.28125","0.28125","0.28125"
"620627","0.09375","0.09375","0.09375"
"620638","0.4375","0.4375","0.4375"
"630608","0.125","0.125","0.125"
"630613","0.21875","0.21875","0.21875"
"630616","0.34375","0.34375","0.34375"
"630618","0.21875","0.21875","0.21875"
"630632","0.28125","0.28125","0.28125"
"630633","0.3125","0.3125","0.3125"
"640601","0.25","0.25","0.25"
"640602","0.21875","0.21875","0.21875"
"640603","0.25","0.1875","0.3125"
"640609","0.375","0.375","0.375"
"640622","0.4375","0.4375","0.4375"
"650602","0.34375","0.34375","0.34375"
"650607","0.3125","0.3125","0.3125"
"650610","0.3125","0.3125","0.3125"
"650614","0.1875","0.1875","0.1875"
"650625","0.3125","0.3125","0.3125"
"650629","0.34375","0.34375","0.34375"
"660602","0.21875","0.21875","0.21875"
"660608","0.34375","0.34375","0.34375"
"660610","0.46875","0.46875","0.46875"
"660615","0.28125","0.28125","0.28125"
"660622","0.15625","0.15625","0.15625"
"660631","0.34375","0.34375","0.34375"
"670606","0.40625","0.40625","0.40625"
"670607","0.40625","0.40625","0.40625"
"670609","0.1875","0.1875","0.1875"
"670627","0.46875","0.46875","0.46875"
"670634","0.15625","0.15625","0.15625"
"670645","0.3125","0.3125","0.3125"
"680608","0.15625","0.15625","0.15625"
"680610","0.3125","0.3125","0.3125"
"680612","0.34375","0.34375","0.34375"
"680620","0.390625","0.375","0.40625"
"680638","0.3125","0.3125","0.3125"
"690602","0.34375","0.34375","0.34375"
"690605","0.375","0.375","0.375"
"690609","0.3125","0.3125","0.3125"
"690612","0.21875","0.21875","0.21875"
"690620","0.46875","0.46875","0.46875"
"690621","0.1875","0.1875","0.1875"
"700602","0.3125","0.3125","0.3125"
"700604","0.375","0.375","0.375"
"700614","0.3125","0.3125","0.3125"
"700622","0.25","0.25","0.25"
"700630","0.28125","0.28125","0.28125"
"700642","0.3125","0.3125","0.3125"
"710602","0.25","0.25","0.25"
"710604","0.3125","0.3125","0.3125"
"710622","0.25","0.25","0.25"
"710623","0.21875","0.21875","0.21875"
"710625","0.375","0.375","0.375"
"710629","0.1875","0.1875","0.1875"
"720602","0.28125","0.28125","0.28125"
"720605","0.28125","0.28125","0.28125"
"720611","0.28125","0.28125","0.28125"
"720625","0.34375","0.34375","0.34375"
"720631","0.25","0.25","0.25"
"720636","0.3125","0.3125","0.3125"
"730603","0.3125","0.3125","0.3125"
"730607","0.34375","0.3125","0.375"
"730608","0.375","0.375","0.375"
"730627","0.34375","0.34375","0.34375"
"730679","0.09375","0.09375","0.09375"
"740600","0.15625","0.15625","0.15625"
"740602","0.25","0.25","0.25"
"740612","0.21875","0.21875","0.21875"
"740614","0.28125","0.28125","0.28125"
"740615","0.46875","0.46875","0.46875"
"740643","0.25","0.25","0.25"
"750607","0.3125","0.3125","0.3125"
"750612","0.34375","0.34375","0.34375"
"750613","0.46875","0.46875","0.46875"
"750617","0.25","0.25","0.25"
"750619","0.25","0.25","0.25"
"750626","0.375","0.375","0.375"
"760605","0.25","0.25","0.25"
"760606","0.21875","0.21875","0.21875"
"760612","0.25","0.25","0.25"
"760617","0.375","0.375","0.375"
"760620","0.21875","0.21875","0.21875"
"760630","0.375","0.375","0.375"
"770602","0.25","0.25","0.25"
"770605","0.21875","0.21875","0.21875"
"770606","0.46875","0.46875","0.46875"
"770615","0.28125","0.28125","0.28125"
"770623","0.1875","0.1875","0.1875"
"770630","0.21875","0.21875","0.21875"
"780602","0.15625","0.15625","0.15625"
"780605","0.28125","0.28125","0.28125"
"780610","0.40625","0.40625","0.40625"
"780612","0.28125","0.28125","0.28125"
"780615","0.5625","0.5625","0.5625"
"780617","0.21875","0.21875","0.21875"
"790600","0.3125","0.3125","0.3125"
"790604","0.25","0.25","0.25"
"790625","0.375","0.375","0.375"
"790627","0.25","0.25","0.25"
"790629","0.3125","0.3125","0.3125"
"790634","0.25","0.25","0.25"
"800601","0.375","0.375","0.375"
"800605","0.15625","0.15625","0.15625"
"800609","0.5","0.5","0.5"
"800616","0.25","0.25","0.25"
"800618","0.4375","0.4375","0.4375"
"800625","0.34375","0.34375","0.34375"
"810603","0.34375","0.34375","0.34375"
"810609","0.4375","0.4375","0.4375"
"810612","0.3125","0.3125","0.3125"
"810627","0.28125","0.28125","0.28125"
"810628","0.3125","0.3125","0.3125"
"810638","0.28125","0.28125","0.28125"
"820601","0.203125","0.1875","0.21875"
"820602","0.28125","0.28125","0.28125"
"820607","0.25","0.25","0.25"
"820618","0.3125","0.3125","0.3125"
"820619","0.28125","0.28125","0.28125"
"830600","0.46875","0.46875","0.46875"
"830609","0.15625","0.15625","0.15625"
"830614","0.1875","0.1875","0.1875"
"830616","0.34375","0.34375","0.34375"
"830618","0.53125","0.53125","0.53125"
"830619","0.28125","0.28125","0.28125"
"840600","0.34375","0.34375","0.34375"
"840609","0.40625","0.40625","0.40625"
"840611","0.1875","0.1875","0.1875"
"840621","0.21875","0.21875","0.21875"
"840629","0.1875","0.1875","0.1875"
"840644","0.34375","0.34375","0.34375"
"850603","0.3125","0.3125","0.3125"
"850606","0.21875","0.21875","0.21875"
"850616","0.25","0.25","0.25"
"850618","0.3125","0.3125","0.3125"
"850620","0.46875","0.46875","0.46875"
"850623","0.375","0.375","0.375"
"860607","0.28125","0.28125","0.28125"
"860609","0.40625","0.40625","0.40625"
"860612","0.34375","0.34375","0.34375"
"860616","0.40625","0.40625","0.40625"
"860625","0.375","0.375","0.375"
"860635","0.3125","0.3125","0.3125"
"870601","0.15625","0.15625","0.15625"
"870602","0.28125","0.28125","0.28125"
"870608","0.46875","0.3125","0.625"
"870623","0.375","0.375","0.375"
"870637","0.15625","0.15625","0.15625"
"880601","0.34375","0.34375","0.34375"
"880610","0.40625","0.40625","0.40625"
"880611","0.15625","0.15625","0.15625"
"880614","0.375","0.375","0.375"
"880617","0.1875","0.1875","0.1875"
"880623","0.3125","0.3125","0.3125"
"890605","0.46875","0.46875","0.46875"
"890606","0.21875","0.21875","0.21875"
"890607","0.28125","0.28125","0.28125"
"890613","0.46875","0.46875","0.46875"
"890620","0.3125","0.3125","0.3125"
"890621","0.3125","0.3125","0.3125"
"900604","0.40625","0.40625","0.40625"
"900611","0.4375","0.4375","0.4375"
"900615","0.4375","0.4375","0.4375"
"900619","0.34375","0.34375","0.34375"
"900623","0.46875","0.46875","0.46875"
"900640","0.34375","0.34375","0.34375"
"910604","0.25","0.25","0.25"
"910606","0.4375","0.4375","0.4375"
"910615","0.40625","0.40625","0.40625"
"910622","0.3125","0.3125","0.3125"
"910629","0.28125","0.28125","0.28125"
"910643","0.375","0.375","0.375"
"920603","0.34375","0.34375","0.34375"
"920608","0.4375","0.4375","0.4375"
"920610","0.40625","0.40625","0.40625"
"920611","0.25","0.25","0.25"
"920613","0.28125","0.28125","0.28125"
"920616","0.40625","0.40625","0.40625"
"930605","0.3125","0.3125","0.3125"
"930614","0.375","0.375","0.375"
"930621","0.25","0.25","0.25"
"930629","0.25","0.25","0.25"
"930631","0.375","0.3125","0.4375"
"940603","0.25","0.25","0.25"
"940611","0.28125","0.28125","0.28125"
"940614","0.5","0.5","0.5"
"940616","0.375","0.375","0.375"
"940623","0.359375","0.34375","0.375"
"950604","0.5","0.5","0.5"
"950605","0.28125","0.28125","0.28125"
"950609","0.15625","0.15625","0.15625"
"950610","0.1875","0.1875","0.1875"
"950613","0.4375","0.4375","0.4375"
"960614","0.28125","0.28125","0.28125"
"960623","0.28125","0.28125","0.28125"
"960625","0.46875","0.46875","0.46875"
"960629","0.40625","0.40625","0.40625"
"960636","0.453125","0.4375","0.46875"
"970603","0.5","0.5","0.5"
"970606","0.34375","0.34375","0.34375"
"970607","0.375","0.375","0.375"
"970610","0.375","0.375","0.375"
"970621","0.5","0.5","0.5"
"970634","0.4375","0.4375","0.4375"
"980601","0.1875","0.1875","0.1875"
"980613","0.46875","0.46875","0.46875"
"980616","0.25","0.25","0.25"
"980620","0.46875","0.46875","0.46875"
"980622","0.3125","0.3125","0.3125"
"980640","0.375","0.375","0.375"
"990600","0.34375","0.34375","0.34375"
"990604","0.375","0.375","0.375"
"990614","0.40625","0.40625","0.40625"
"990622","0.34375","0.34375","0.34375"
"990624","0.265625","0.21875","0.3125"
"1000605","0.5","0.5","0.5"
"1000609","0.375","0.375","0.375"
"1000610","0.34375","0.34375","0.34375"
"1000611","0.3125","0.3125","0.3125"
"1000615","0.3125","0.3125","0.3125"
"1000639","0.4375","0.4375","0.4375"
"1010604","0.40625","0.34375","0.46875"
"1010613","0.5625","0.5625","0.5625"
"1010617","0.28125","0.28125","0.28125"
"1010625","0.40625","0.40625","0.40625"
"1010635","0.4375","0.4375","0.4375"
"1020602","0.375","0.375","0.375"
"1020605","0.40625","0.40625","0.40625"
"1020607","0.21875","0.21875","0.21875"
"1020610","0.1875","0.1875","0.1875"
"1020626","0.1875","0.1875","0.1875"
"1020639","0.375","0.375","0.375"
"1030601","0.375","0.375","0.375"
"1030604","0.28125","0.28125","0.28125"
"1030607","0.25","0.25","0.25"
"1030608","0.40625","0.28125","0.53125"
"1030630","0.4375","0.4375","0.4375"
"1040606","0.34375","0.34375","0.34375"
"1040620","0.34375","0.34375","0.34375"
"1040626","0.375","0.375","0.375"
"1040631","0.28125","0.28125","0.28125"
"1040634","0.375","0.28125","0.46875"
"1050606","0.4375","0.4375","0.4375"
"1050611","0.21875","0.21875","0.21875"
"1050612","0.28125","0.28125","0.28125"
"1050623","0.28125","0.28125","0.28125"
"1050629","0.40625","0.40625","0.40625"
"1050636","0.375","0.375","0.375"
"1060601","0.3125","0.3125","0.3125"
"1060602","0.34375","0.34375","0.34375"
"1060605","0.34375","0.34375","0.34375"
"1060606","0.28125","0.28125","0.28125"
"1060619","0.34375","0.34375","0.34375"
"1060629","0.3125","0.3125","0.3125"
"1070602","0.25","0.25","0.25"
"1070608","0.40625","0.40625","0.40625"
"1070609","0.28125","0.28125","0.28125"
"1070625","0.28125","0.28125","0.28125"
"1070626","0.3125","0.3125","0.3125"
"1070639","0.5","0.5","0.5"
"1080607","0.34375","0.34375","0.34375"
"1080608","0.40625","0.40625","0.40625"
"1080610","0.375","0.375","0.375"
"1080615","0.34375","0.34375","0.34375"
"1080636","0.28125","0.28125","0.28125"
"1080645","0.375","0.375","0.375"
"1090604","0.5","0.5","0.5"
"1090608","0.34375","0.34375","0.34375"
"1090612","0.53125","0.53125","0.53125"
"1090616","0.3125","0.3125","0.3125"
"1090621","0.40625","0.40625","0.40625"
"1090627","0.28125","0.28125","0.28125"
"1100601","0.359375","0.34375","0.375"
"1100605","0.53125","0.53125","0.53125"
"1100606","0.28125","0.28125","0.28125"
"1100611","0.53125","0.53125","0.53125"
"1100647","0.4375","0.4375","0.4375"
"1110604","0.375","0.375","0.375"
"1110606","0.53125","0.53125","0.53125"
"1110607","0.28125","0.25","0.3125"
"1110614","0.390625","0.3125","0.46875"
"1120600","0.46875","0.46875","0.46875"
"1120609","0.46875","0.46875","0.46875"
"1120610","0.40625","0.40625","0.40625"
"1120621","0.34375","0.34375","0.34375"
"1120624","0.4375","0.4375","0.4375"
"1120627","0.40625","0.40625","0.40625"
"1130602","0.40625","0.40625","0.40625"
"1130607","0.34375","0.34375","0.34375"
"1130610","0.375","0.375","0.375"
"1130612","0.4375","0.4375","0.4375"
"1130613","0.46875","0.46875","0.46875"
"1130651","0.3125","0.3125","0.3125"
"1140601","0.40625","0.40625","0.40625"
"1140605","0.34375","0.34375","0.34375"
"1140614","0.34375","0.34375","0.34375"
"1140618","0.46875","0.46875","0.46875"
"1140619","0.3125","0.3125","0.3125"
"1140646","0.40625","0.40625","0.40625"
"1150601","0.4375","0.4375","0.4375"
"1150603","0.4375","0.4375","0.4375"
"1150612","0.4375","0.4375","0.4375"
"1150616","0.3125","0.3125","0.3125"
"1150620","0.4375","0.4375","0.4375"
"1150633","0.4375","0.4375","0.4375"
"1160601","0.5625","0.5625","0.5625"
"1160604","0.28125","0.28125","0.28125"
"1160613","0.3125","0.3125","0.3125"
"1160619","0.515625","0.4375","0.59375"
"1160624","0.4375","0.4375","0.4375"
"1170608","0.3125","0.3125","0.3125"
"1170612","0.375","0.375","0.375"
"1170621","0.28125","0.28125","0.28125"
"1170629","0.34375","0.34375","0.34375"
"1170630","0.3125","0.3125","0.3125"
"1170632","0.3125","0.3125","0.3125"
"1180600","0.5625","0.5625","0.5625"
"1180607","0.4375","0.4375","0.4375"
"1180610","0.40625","0.40625","0.40625"
"1180619","0.34375","0.34375","0.34375"
"1180622","0.25","0.25","0.25"
"1180644","0.4375","0.4375","0.4375"
"1190603","0.46875","0.46875","0.46875"
"1190607","0.3125","0.3125","0.3125"
"1190614","0.4375","0.4375","0.4375"
"1190621","0.3125","0.3125","0.3125"
"1190623","0.5","0.5","0.5"
"1190624","0.34375","0.34375","0.34375"
"1200612","0.28125","0.28125","0.28125"
"1200613","0.53125","0.53125","0.53125"
"1200616","0.53125","0.53125","0.53125"
"1200622","0.5","0.5","0.5"
"1200625","0.421875","0.40625","0.4375"
"1210605","0.40625","0.40625","0.40625"
"1210606","0.53125","0.53125","0.53125"
"1210607","0.40625","0.40625","0.40625"
"1210611","0.28125","0.28125","0.28125"
"1210622","0.46875","0.46875","0.46875"
"1210635","0.5","0.5","0.5"
"1220601","0.40625","0.40625","0.40625"
"1220610","0.4375","0.4375","0.4375"
"1220618","0.40625","0.40625","0.40625"
"1220628","0.46875","0.375","0.5625"
"1220632","0.53125","0.53125","0.53125"
"1230600","0.21875","0.21875","0.21875"
"1230604","0.34375","0.34375","0.34375"
"1230606","0.4375","0.4375","0.4375"
"1230612","0.34375","0.34375","0.34375"
"1230632","0.328125","0.3125","0.34375"
"1240606","0.4375","0.4375","0.4375"
"1240614","0.359375","0.34375","0.375"
"1240622","0.4375","0.4375","0.4375"
"1240626","0.4375","0.4375","0.4375"
"1240632","0.46875","0.46875","0.46875"
"1250600","0.40625","0.40625","0.40625"
"1250601","0.28125","0.28125","0.28125"
"1250609","0.28125","0.28125","0.28125"
"1250615","0.40625","0.40625","0.40625"
"1250618","0.34375","0.34375","0.34375"
"1250624","0.40625","0.40625","0.40625"
"1260606","0.25","0.25","0.25"
"1260608","0.5","0.5","0.5"
"1260609","0.25","0.25","0.25"
"1260611","0.375","0.375","0.375"
"1260622","0.375","0.375","0.375"
"1260625","0.28125","0.28125","0.28125"
"1270603","0.34375","0.34375","0.34375"
"1270611","0.375","0.375","0.375"
"1270620","0.34375","0.34375","0.34375"
"1270626","0.53125","0.53125","0.53125"
"1270630","0.40625","0.40625","0.40625"
"1270639","0.40625","0.40625","0.40625"
