"Step","Group: zerg_5_vs_5_ACORM - win_rate","Group: zerg_5_vs_5_ACORM - win_rate__MIN","Group: zerg_5_vs_5_ACORM - win_rate__MAX"
"2520620","0.40625","0.40625","0.40625"
"2520625","0.5625","0.5625","0.5625"
"2520631","0.28125","0.28125","0.28125"
"2530607","0.5","0.5","0.5"
"2530610","0.5","0.5","0.5"
"2530617","0.53125","0.53125","0.53125"
"2530619","0.5625","0.5625","0.5625"
"2530621","0.5625","0.5625","0.5625"
"2530640","0.3125","0.3125","0.3125"
"2540600","0.40625","0.40625","0.40625"
"2540601","0.375","0.34375","0.40625"
"2540612","0.65625","0.65625","0.65625"
"2540616","0.3125","0.3125","0.3125"
"2540634","0.375","0.375","0.375"
"2550601","0.5","0.5","0.5"
"2550604","0.53125","0.53125","0.53125"
"2550611","0.40625","0.40625","0.40625"
"2550612","0.40625","0.40625","0.40625"
"2550623","0.4375","0.4375","0.4375"
"2550625","0.40625","0.40625","0.40625"
"2560601","0.40625","0.40625","0.40625"
"2560608","0.53125","0.53125","0.53125"
"2560611","0.484375","0.375","0.59375"
"2560613","0.4375","0.4375","0.4375"
"2560620","0.34375","0.34375","0.34375"
"2570603","0.34375","0.34375","0.34375"
"2570610","0.5625","0.5625","0.5625"
"2570618","0.40625","0.40625","0.40625"
"2570623","0.5","0.5","0.5"
"2570625","0.5","0.5","0.5"
"2570634","0.53125","0.53125","0.53125"
"2580603","0.40625","0.40625","0.40625"
"2580605","0.375","0.3125","0.4375"
"2580610","0.40625","0.40625","0.40625"
"2580611","0.4375","0.4375","0.4375"
"2580621","0.40625","0.40625","0.40625"
"2590605","0.34375","0.34375","0.34375"
"2590607","0.5625","0.5625","0.5625"
"2590612","0.34375","0.34375","0.34375"
"2590618","0.5625","0.5625","0.5625"
"2590620","0.3125","0.3125","0.3125"
"2590631","0.5","0.5","0.5"
"2600600","0.46875","0.46875","0.46875"
"2600601","0.46875","0.46875","0.46875"
"2600603","0.625","0.625","0.625"
"2600607","0.4375","0.4375","0.4375"
"2600626","0.5","0.5","0.5"
"2610611","0.4375","0.4375","0.4375"
"2610613","0.40625","0.40625","0.40625"
"2610621","0.1875","0.1875","0.1875"
"2610626","0.4375","0.4375","0.4375"
"2610642","0.34375","0.34375","0.34375"
"2620606","0.5","0.5","0.5"
"2620607","0.375","0.375","0.375"
"2620609","0.40625","0.40625","0.40625"
"2620610","0.4375","0.4375","0.4375"
"2620617","0.4375","0.4375","0.4375"
"2630600","0.4375","0.4375","0.4375"
"2630602","0.40625","0.40625","0.40625"
"2630606","0.40625","0.40625","0.40625"
"2630618","0.53125","0.53125","0.53125"
"2630623","0.40625","0.40625","0.40625"
"2640602","0.5","0.5","0.5"
"2640603","0.5","0.5","0.5"
"2640610","0.4375","0.4375","0.4375"
"2640623","0.3125","0.3125","0.3125"
"2640640","0.6875","0.6875","0.6875"
"2650601","0.5625","0.5625","0.5625"
"2650608","0.5","0.5","0.5"
"2650612","0.53125","0.53125","0.53125"
"2650635","0.40625","0.40625","0.40625"
"2650637","0.5","0.5","0.5"
"2660600","0.40625","0.40625","0.40625"
"2660604","0.5","0.5","0.5"
"2660609","0.3125","0.3125","0.3125"
"2660611","0.46875","0.46875","0.46875"
"2660613","0.5625","0.5625","0.5625"
"2670609","0.46875","0.4375","0.5"
"2670623","0.53125","0.53125","0.53125"
"2670637","0.40625","0.40625","0.40625"
"2680604","0.75","0.75","0.75"
"2680606","0.40625","0.40625","0.40625"
"2680607","0.4375","0.4375","0.4375"
"2680622","0.40625","0.40625","0.40625"
"2690607","0.4375","0.4375","0.4375"
"2690615","0.53125","0.53125","0.53125"
"2690620","0.375","0.375","0.375"
"2700614","0.40625","0.40625","0.40625"
"2700644","0.53125","0.53125","0.53125"
"2710609","0.5625","0.5625","0.5625"
"2710629","0.53125","0.53125","0.53125"
"2720618","0.40625","0.40625","0.40625"
"2730619","0.4375","0.4375","0.4375"
"2740618","0.3125","0.3125","0.3125"
