"Step","Group: zerg_5_vs_5_ACORM_WM - win_rate","Group: zerg_5_vs_5_ACORM_WM - win_rate__MIN","Group: zerg_5_vs_5_ACORM_WM - win_rate__MAX"
"860625","0.375","0.375","0.375"
"860633","0.5","0.5","0.5"
"870603","0.4375","0.4375","0.4375"
"870608","0.40625","0.40625","0.40625"
"870612","0.5","0.5","0.5"
"870619","0.5625","0.5625","0.5625"
"870639","0.40625","0.40625","0.40625"
"880601","0.28125","0.28125","0.28125"
"880604","0.40625","0.40625","0.40625"
"880605","0.53125","0.53125","0.53125"
"880606","0.5","0.5","0.5"
"880608","0.375","0.375","0.375"
"890612","0.40625","0.40625","0.40625"
"890614","0.5","0.5","0.5"
"890619","0.34375","0.34375","0.34375"
"890639","0.59375","0.59375","0.59375"
"900606","0.28125","0.28125","0.28125"
"900616","0.53125","0.53125","0.53125"
"900621","0.46875","0.46875","0.46875"
"900626","0.40625","0.40625","0.40625"
"900634","0.34375","0.34375","0.34375"
"910601","0.34375","0.34375","0.34375"
"910611","0.3125","0.3125","0.3125"
"910625","0.46875","0.46875","0.46875"
"910631","0.28125","0.28125","0.28125"
"910636","0.4375","0.4375","0.4375"
"920603","0.34375","0.34375","0.34375"
"920612","0.40625","0.40625","0.40625"
"920615","0.28125","0.28125","0.28125"
"920618","0.5","0.5","0.5"
"920633","0.4375","0.4375","0.4375"
"930602","0.40625","0.40625","0.40625"
"930607","0.46875","0.46875","0.46875"
"930612","0.5625","0.5625","0.5625"
"930617","0.40625","0.40625","0.40625"
"930634","0.375","0.375","0.375"
"940608","0.3125","0.3125","0.3125"
"940616","0.59375","0.59375","0.59375"
"940617","0.3125","0.3125","0.3125"
"940619","0.4375","0.4375","0.4375"
"940625","0.625","0.625","0.625"
"950605","0.4375","0.4375","0.4375"
"950614","0.53125","0.53125","0.53125"
"950619","0.28125","0.28125","0.28125"
"950621","0.46875","0.46875","0.46875"
"950622","0.5","0.5","0.5"
"960613","0.375","0.375","0.375"
"960615","0.625","0.625","0.625"
"960623","0.59375","0.59375","0.59375"
"960629","0.4375","0.4375","0.4375"
"960630","0.34375","0.34375","0.34375"
"970607","0.375","0.375","0.375"
"970612","0.34375","0.25","0.4375"
"970617","0.5625","0.5625","0.5625"
"970623","0.46875","0.46875","0.46875"
"980600","0.3125","0.3125","0.3125"
"980604","0.3125","0.3125","0.3125"
"980608","0.375","0.375","0.375"
"980610","0.21875","0.21875","0.21875"
"980617","0.28125","0.28125","0.28125"
"990615","0.34375","0.34375","0.34375"
"990622","0.4895833333333333","0.375","0.5625"
"990638","0.5625","0.5625","0.5625"
"1000600","0.375","0.375","0.375"
"1000602","0.34375","0.34375","0.34375"
"1000616","0.46875","0.46875","0.46875"
"1000620","0.4375","0.4375","0.4375"
"1000637","0.53125","0.53125","0.53125"
"1010602","0.46875","0.46875","0.46875"
"1010608","0.46875","0.46875","0.46875"
"1010620","0.53125","0.53125","0.53125"
"1010622","0.375","0.375","0.375"
"1010633","0.46875","0.46875","0.46875"
"1020603","0.46875","0.46875","0.46875"
"1020607","0.40625","0.40625","0.40625"
"1020608","0.53125","0.53125","0.53125"
"1020616","0.40625","0.40625","0.40625"
"1020617","0.53125","0.53125","0.53125"
"1030609","0.34375","0.34375","0.34375"
"1030616","0.4375","0.4375","0.4375"
"1030619","0.4375","0.4375","0.4375"
"1030627","0.5","0.5","0.5"
"1040608","0.5","0.5","0.5"
"1040612","0.375","0.375","0.375"
"1040626","0.25","0.25","0.25"
"1040628","0.375","0.375","0.375"
"1050601","0.53125","0.53125","0.53125"
"1050608","0.484375","0.4375","0.53125"
"1050625","0.4375","0.4375","0.4375"
"1050626","0.375","0.375","0.375"
"1060602","0.375","0.3125","0.4375"
"1060605","0.46875","0.46875","0.46875"
"1060625","0.59375","0.59375","0.59375"
"1060640","0.5","0.5","0.5"
"1070614","0.46875","0.46875","0.46875"
"1070621","0.5","0.5","0.5"
"1070623","0.375","0.375","0.375"
"1070632","0.375","0.375","0.375"
"1070633","0.46875","0.46875","0.46875"
"1080601","0.4375","0.4375","0.4375"
"1080608","0.5","0.5","0.5"
"1080614","0.46875","0.46875","0.46875"
"1080622","0.3125","0.3125","0.3125"
"1080625","0.3125","0.3125","0.3125"
"1090607","0.375","0.375","0.375"
"1090611","0.53125","0.53125","0.53125"
"1090615","0.46875","0.46875","0.46875"
"1090616","0.3125","0.3125","0.3125"
"1090619","0.34375","0.34375","0.34375"
"1100604","0.5","0.5","0.5"
"1100605","0.40625","0.40625","0.40625"
"1100619","0.4375","0.4375","0.4375"
"1100624","0.4375","0.4375","0.4375"
"1100625","0.375","0.375","0.375"
"1110607","0.46875","0.46875","0.46875"
"1110613","0.40625","0.40625","0.40625"
"1110614","0.5625","0.5625","0.5625"
"1110617","0.5625","0.5625","0.5625"
"1110618","0.3125","0.3125","0.3125"
"1120615","0.34375","0.34375","0.34375"
"1120616","0.4375","0.4375","0.4375"
"1120618","0.34375","0.34375","0.34375"
"1120619","0.53125","0.53125","0.53125"
"1120622","0.5","0.5","0.5"
"1130606","0.53125","0.53125","0.53125"
"1130609","0.46875","0.46875","0.46875"
"1130616","0.46875","0.46875","0.46875"
"1130626","0.46875","0.46875","0.46875"
"1130638","0.4375","0.4375","0.4375"
"1140602","0.5625","0.5625","0.5625"
"1140611","0.28125","0.28125","0.28125"
"1140617","0.5625","0.5625","0.5625"
"1140621","0.5625","0.5625","0.5625"
"1140623","0.25","0.25","0.25"
"1150603","0.421875","0.40625","0.4375"
"1150605","0.34375","0.34375","0.34375"
"1150614","0.4375","0.4375","0.4375"
"1150618","0.5","0.5","0.5"
"1160607","0.25","0.25","0.25"
"1160618","0.5","0.5","0.5"
"1160622","0.5","0.5","0.5"
"1160623","0.53125","0.53125","0.53125"
"1160627","0.28125","0.28125","0.28125"
"1170613","0.5625","0.5625","0.5625"
"1170615","0.40625","0.40625","0.40625"
"1170621","0.59375","0.59375","0.59375"
"1170627","0.375","0.375","0.375"
"1170629","0.4375","0.4375","0.4375"
"1180611","0.65625","0.65625","0.65625"
"1180622","0.5625","0.5625","0.5625"
"1180625","0.34375","0.34375","0.34375"
"1180631","0.5","0.5","0.5"
"1180637","0.40625","0.40625","0.40625"
"1190600","0.40625","0.40625","0.40625"
"1190617","0.375","0.375","0.375"
"1190626","0.625","0.625","0.625"
"1190627","0.40625","0.375","0.4375"
"1200600","0.375","0.375","0.375"
"1200604","0.375","0.375","0.375"
"1200610","0.4375","0.4375","0.4375"
"1200626","0.4375","0.4375","0.4375"
"1200632","0.46875","0.46875","0.46875"
"1210609","0.46875","0.4375","0.5"
"1210618","0.5","0.5","0.5"
"1210623","0.75","0.75","0.75"
"1210628","0.5625","0.5625","0.5625"
"1220607","0.5","0.5","0.5"
"1220609","0.53125","0.53125","0.53125"
"1220610","0.46875","0.46875","0.46875"
"1220614","0.375","0.375","0.375"
"1220641","0.375","0.375","0.375"
"1230603","0.375","0.375","0.375"
"1230611","0.53125","0.53125","0.53125"
"1230616","0.46875","0.46875","0.46875"
"1230618","0.625","0.625","0.625"
"1230621","0.5625","0.5625","0.5625"
"1240602","0.5","0.5","0.5"
"1240606","0.5","0.5","0.5"
"1240610","0.375","0.375","0.375"
"1240631","0.4375","0.4375","0.4375"
"1240638","0.46875","0.46875","0.46875"
"1250606","0.34375","0.34375","0.34375"
"1250608","0.53125","0.53125","0.53125"
"1250609","0.40625","0.40625","0.40625"
"1250623","0.328125","0.3125","0.34375"
"1260604","0.375","0.375","0.375"
"1260611","0.3125","0.3125","0.3125"
"1260613","0.46875","0.46875","0.46875"
"1260626","0.609375","0.53125","0.6875"
"1270604","0.34375","0.34375","0.34375"
"1270607","0.5","0.5","0.5"
"1270618","0.4375","0.4375","0.4375"
"1270626","0.4375","0.4375","0.4375"
"1270629","0.34375","0.34375","0.34375"
"1280607","0.40625","0.40625","0.40625"
"1280608","0.5","0.5","0.5"
"1280616","0.21875","0.21875","0.21875"
"1280622","0.40625","0.40625","0.40625"
"1280643","0.375","0.375","0.375"
"1290611","0.3125","0.3125","0.3125"
"1290612","0.625","0.625","0.625"
"1290613","0.46875","0.46875","0.46875"
"1290618","0.4375","0.4375","0.4375"
"1290628","0.40625","0.40625","0.40625"
"1300600","0.40625","0.40625","0.40625"
"1300616","0.46875","0.46875","0.46875"
"1300621","0.40625","0.40625","0.40625"
"1300623","0.46875","0.46875","0.46875"
"1300626","0.4375","0.4375","0.4375"
"1310604","0.40625","0.40625","0.40625"
"1310612","0.40625","0.40625","0.40625"
"1310614","0.46875","0.46875","0.46875"
"1310617","0.5","0.5","0.5"
"1310635","0.3125","0.3125","0.3125"
"1320611","0.40625","0.40625","0.40625"
"1320612","0.5","0.5","0.5"
"1320617","0.53125","0.53125","0.53125"
"1320632","0.40625","0.40625","0.40625"
"1320639","0.34375","0.34375","0.34375"
"1330600","0.46875","0.46875","0.46875"
"1330601","0.59375","0.59375","0.59375"
"1330603","0.46875","0.46875","0.46875"
"1330605","0.5","0.5","0.5"
"1330608","0.5","0.5","0.5"
"1340603","0.40625","0.40625","0.40625"
"1340605","0.5625","0.5625","0.5625"
"1340607","0.5","0.5","0.5"
"1340612","0.59375","0.59375","0.59375"
"1340620","0.53125","0.53125","0.53125"
"1350603","0.5625","0.5625","0.5625"
"1350605","0.5625","0.5625","0.5625"
"1350609","0.46875","0.46875","0.46875"
"1350629","0.5","0.5","0.5"
"1350657","0.5625","0.5625","0.5625"
"1360603","0.46875","0.46875","0.46875"
"1360606","0.53125","0.53125","0.53125"
"1360607","0.46875","0.46875","0.46875"
"1360625","0.40625","0.40625","0.40625"
"1360638","0.40625","0.40625","0.40625"
"1370607","0.75","0.75","0.75"
"1370613","0.25","0.25","0.25"
"1370617","0.4375","0.4375","0.4375"
"1370618","0.46875","0.46875","0.46875"
"1370624","0.40625","0.40625","0.40625"
"1380603","0.46875","0.46875","0.46875"
"1380608","0.5","0.46875","0.53125"
"1380614","0.65625","0.65625","0.65625"
"1380616","0.5625","0.5625","0.5625"
"1390607","0.5","0.5","0.5"
"1390608","0.21875","0.21875","0.21875"
"1390611","0.53125","0.53125","0.53125"
"1390612","0.46875","0.46875","0.46875"
"1390622","0.25","0.25","0.25"
"1400601","0.453125","0.4375","0.46875"
"1400618","0.53125","0.53125","0.53125"
"1400621","0.4375","0.4375","0.4375"
"1400623","0.4375","0.4375","0.4375"
"1410604","0.40625","0.40625","0.40625"
"1410606","0.375","0.375","0.375"
"1410619","0.4375","0.4375","0.4375"
"1410627","0.40625","0.40625","0.40625"
"1410635","0.46875","0.46875","0.46875"
"1420610","0.5","0.5","0.5"
"1420612","0.4375","0.4375","0.4375"
"1420613","0.34375","0.34375","0.34375"
"1420628","0.40625","0.40625","0.40625"
"1420633","0.40625","0.40625","0.40625"
"1430600","0.46875","0.46875","0.46875"
"1430605","0.3125","0.3125","0.3125"
"1430608","0.40625","0.40625","0.40625"
"1430621","0.5","0.5","0.5"
"1430630","0.78125","0.78125","0.78125"
"1440607","0.46875","0.46875","0.46875"
"1440608","0.5","0.5","0.5"
"1440617","0.40625","0.40625","0.40625"
"1440619","0.59375","0.59375","0.59375"
"1440631","0.5","0.5","0.5"
"1450603","0.34375","0.34375","0.34375"
"1450608","0.59375","0.59375","0.59375"
"1450612","0.40625","0.40625","0.40625"
"1450627","0.5625","0.5625","0.5625"
"1450628","0.34375","0.34375","0.34375"
"1460600","0.40625","0.34375","0.46875"
"1460604","0.46875","0.46875","0.46875"
"1460628","0.46875","0.46875","0.46875"
"1460630","0.53125","0.53125","0.53125"
"1470615","0.375","0.375","0.375"
"1470623","0.46875","0.46875","0.46875"
"1470624","0.40625","0.40625","0.40625"
"1470625","0.3125","0.3125","0.3125"
"1470631","0.59375","0.59375","0.59375"
"1480609","0.46875","0.46875","0.46875"
"1480619","0.40625","0.40625","0.40625"
"1480624","0.53125","0.53125","0.53125"
"1480625","0.375","0.375","0.375"
"1480635","0.375","0.375","0.375"
"1490602","0.3125","0.3125","0.3125"
"1490612","0.375","0.375","0.375"
"1490616","0.34375","0.34375","0.34375"
"1490619","0.4375","0.4375","0.4375"
"1490626","0.40625","0.40625","0.40625"
"1500608","0.40625","0.40625","0.40625"
"1500615","0.46875","0.46875","0.46875"
