"Step","Group: 6h_vs_8z_ACORM_WM - win_rate","Group: 6h_vs_8z_ACORM_WM - win_rate__MIN","Group: 6h_vs_8z_ACORM_WM - win_rate__MAX","Group: 6h_vs_8z_ACORM_WM_ - win_rate","Group: 6h_vs_8z_ACORM_WM_ - win_rate__MIN","Group: 6h_vs_8z_ACORM_WM_ - win_rate__MAX"
"2810221","0.28125","0.28125","0.28125","","",""
"2810239","0.375","0.375","0.375","","",""
"2810248","0.5","0.5","0.5","","",""
"2810252","0.375","0.375","0.375","0.53125","0.53125","0.53125"
"2820226","0.28125","0.28125","0.28125","","",""
"2820229","0.28125","0.28125","0.28125","","",""
"2820230","","","","0.28125","0.28125","0.28125"
"2820247","0.21875","0.21875","0.21875","","",""
"2820254","0.375","0.375","0.375","","",""
"2830227","0.5","0.5","0.5","","",""
"2830234","0.375","0.375","0.375","","",""
"2830242","","","","0.375","0.375","0.375"
"2830248","0.34375","0.34375","0.34375","","",""
"2830253","0.09375","0.09375","0.09375","","",""
"2840226","","","","0.34375","0.34375","0.34375"
"2840229","0.375","0.375","0.375","","",""
"2840233","0.3125","0.3125","0.3125","","",""
"2840235","0.46875","0.46875","0.46875","","",""
"2840248","0.375","0.375","0.375","","",""
"2850224","0.1875","0.1875","0.1875","","",""
"2850237","0.375","0.375","0.375","","",""
"2850239","","","","0.46875","0.46875","0.46875"
"2850258","0.28125","0.28125","0.28125","","",""
"2850263","0.25","0.25","0.25","","",""
"2860235","","","","0.375","0.375","0.375"
"2860237","0.375","0.375","0.375","","",""
"2860246","0.34375","0.34375","0.34375","","",""
"2860248","0.3125","0.3125","0.3125","","",""
"2860266","0.25","0.25","0.25","","",""
"2870221","0.125","0.125","0.125","","",""
"2870239","0.4375","0.4375","0.4375","","",""
"2870243","0.4375","0.4375","0.4375","","",""
"2870262","","","","0.375","0.375","0.375"
"2870268","0.34375","0.34375","0.34375","","",""
"2880243","0.328125","0.25","0.40625","","",""
"2880248","","","","0.4375","0.4375","0.4375"
"2880249","0.3125","0.3125","0.3125","","",""
"2880256","0.34375","0.34375","0.34375","","",""
"2890233","0.21875","0.21875","0.21875","","",""
"2890243","0.375","0.375","0.375","","",""
"2890245","0.25","0.25","0.25","","",""
"2890247","0.53125","0.53125","0.53125","","",""
"2890260","","","","0.28125","0.28125","0.28125"
"2900231","0.375","0.375","0.375","","",""
"2900235","0.28125","0.28125","0.28125","","",""
"2900237","0.3125","0.3125","0.3125","","",""
"2900244","0.59375","0.59375","0.59375","","",""
"2900245","","","","0.5","0.5","0.5"
"2910223","0.28125","0.28125","0.28125","","",""
"2910228","0.3125","0.3125","0.3125","","",""
"2910237","0.3125","0.3125","0.3125","","",""
"2910243","0.5625","0.5625","0.5625","","",""
"2910250","","","","0.40625","0.40625","0.40625"
"2920220","0.5","0.5","0.5","","",""
"2920221","","","","0.34375","0.34375","0.34375"
"2920229","0.46875","0.46875","0.46875","","",""
"2920232","0.4375","0.4375","0.4375","","",""
"2920246","0.125","0.125","0.125","","",""
"2930238","0.6875","0.6875","0.6875","","",""
"2930239","","","","0.46875","0.46875","0.46875"
"2930249","0.28125","0.28125","0.28125","","",""
"2930261","0.1875","0.1875","0.1875","","",""
"2930263","0.40625","0.40625","0.40625","","",""
"2940232","","","","0.8125","0.8125","0.8125"
"2940241","0.25","0.25","0.25","","",""
"2940251","0.34375","0.21875","0.46875","","",""
"2940263","0.3125","0.3125","0.3125","","",""
"2950232","0.3125","0.3125","0.3125","","",""
"2950238","0.3125","0.3125","0.3125","","",""
"2950244","0.1875","0.1875","0.1875","","",""
"2950254","","","","0.5","0.5","0.5"
"2950255","0.5","0.5","0.5","","",""
"2960227","0.25","0.25","0.25","","",""
"2960231","0.28125","0.28125","0.28125","","",""
"2960243","0.46875","0.46875","0.46875","","",""
"2960247","","","","0.40625","0.40625","0.40625"
"2960257","0.65625","0.65625","0.65625","","",""
"2970230","0.34375","0.34375","0.34375","","",""
"2970231","0.375","0.375","0.375","","",""
"2970244","0.375","0.375","0.375","","",""
"2970248","0.375","0.375","0.375","","",""
"2970258","","","","0.65625","0.65625","0.65625"
"2980226","0.34375","0.34375","0.34375","","",""
"2980234","0.40625","0.40625","0.40625","","",""
"2980242","","","","0.375","0.375","0.375"
"2980248","0.46875","0.46875","0.46875","","",""
"2980260","0.28125","0.28125","0.28125","","",""
"2990225","0.375","0.375","0.375","","",""
"2990229","0.34375","0.34375","0.34375","","",""
"2990230","0.34375","0.34375","0.34375","","",""
"2990238","","","","0.59375","0.59375","0.59375"
"2990249","0.5","0.5","0.5","","",""
"3000223","0.46875","0.46875","0.46875","","",""
"3000224","0.15625","0.15625","0.15625","","",""
"3000241","","","","0.5","0.5","0.5"
"3000253","0.4375","0.4375","0.4375","","",""
"3000267","0.21875","0.21875","0.21875","","",""
