"Step","Group: MMM2_ACORM_WM - win_rate","Group: MMM2_ACORM_WM - win_rate__MIN","Group: MMM2_ACORM_WM - win_rate__MAX"
"1560243","0.96875","0.96875","0.96875"
"1560257","0.84375","0.84375","0.84375"
"1560258","0.5625","0.5625","0.5625"
"1560265","0.875","0.875","0.875"
"1570225","0.84375","0.84375","0.84375"
"1570236","0.875","0.875","0.875"
"1570239","0.8125","0.8125","0.8125"
"1570250","0.6875","0.6875","0.6875"
"1570253","0.84375","0.84375","0.84375"
"1580233","0.8125","0.8125","0.8125"
"1580239","0.625","0.625","0.625"
"1580260","0.84375","0.84375","0.84375"
"1580263","0.6875","0.6875","0.6875"
"1580265","0.90625","0.90625","0.90625"
"1590237","0.8125","0.8125","0.8125"
"1590242","0.90625","0.90625","0.90625"
"1590255","0.96875","0.96875","0.96875"
"1590279","0.8125","0.8125","0.8125"
"1590283","0.78125","0.78125","0.78125"
"1600227","0.90625","0.90625","0.90625"
"1600252","0.875","0.875","0.875"
"1600256","0.78125","0.78125","0.78125"
"1600264","0.96875","0.96875","0.96875"
"1600269","0.84375","0.84375","0.84375"
"1610229","0.875","0.875","0.875"
"1610231","0.875","0.875","0.875"
"1610243","0.75","0.75","0.75"
"1610267","0.75","0.75","0.75"
"1610280","0.90625","0.90625","0.90625"
"1620226","0.875","0.875","0.875"
"1620228","0.78125","0.78125","0.78125"
"1620248","0.875","0.875","0.875"
"1620259","0.96875","0.96875","0.96875"
"1630222","0.9375","0.9375","0.9375"
"1630230","0.8125","0.8125","0.8125"
"1630264","0.8125","0.8125","0.8125"
"1630266","0.90625","0.90625","0.90625"
"1630271","0.84375","0.84375","0.84375"
"1640235","0.9375","0.9375","0.9375"
"1640245","0.90625","0.90625","0.90625"
"1640255","0.875","0.875","0.875"
"1640260","0.90625","0.90625","0.90625"
"1640272","0.84375","0.84375","0.84375"
"1650221","0.875","0.875","0.875"
"1650237","0.96875","0.96875","0.96875"
"1650240","0.875","0.875","0.875"
"1650252","0.96875","0.96875","0.96875"
"1650258","0.875","0.875","0.875"
"1660240","0.78125","0.78125","0.78125"
"1660241","0.8125","0.8125","0.8125"
"1660244","0.90625","0.90625","0.90625"
"1660261","0.9375","0.9375","0.9375"
"1660269","0.96875","0.96875","0.96875"
"1670224","0.78125","0.78125","0.78125"
"1670246","0.8125","0.8125","0.8125"
"1670249","0.78125","0.78125","0.78125"
"1670259","0.875","0.875","0.875"
"1670268","0.90625","0.90625","0.90625"
"1680227","0.8125","0.8125","0.8125"
"1680232","0.8125","0.8125","0.8125"
"1680239","0.875","0.875","0.875"
"1680248","0.875","0.875","0.875"
"1680270","0.9375","0.9375","0.9375"
"1690224","0.96875","0.96875","0.96875"
"1690249","0.78125","0.78125","0.78125"
"1690252","0.90625","0.90625","0.90625"
"1690258","0.90625","0.90625","0.90625"
"1690259","0.8125","0.8125","0.8125"
"1700235","0.875","0.875","0.875"
"1700243","0.84375","0.84375","0.84375"
"1700249","0.90625","0.90625","0.90625"
"1700263","0.9375","0.9375","0.9375"
"1700270","0.90625","0.90625","0.90625"
"1710225","0.9375","0.9375","0.9375"
"1710231","0.90625","0.90625","0.90625"
"1710256","0.78125","0.78125","0.78125"
"1710258","0.90625","0.90625","0.90625"
"1710260","0.875","0.875","0.875"
"1720228","0.90625","0.875","0.9375"
"1720251","0.9375","0.9375","0.9375"
"1720257","1","1","1"
"1720272","0.8125","0.8125","0.8125"
"1730221","0.84375","0.84375","0.84375"
"1730222","0.90625","0.90625","0.90625"
"1730228","0.875","0.875","0.875"
"1730229","1","1","1"
"1730259","0.875","0.875","0.875"
"1740231","0.84375","0.84375","0.84375"
"1740249","0.9375","0.9375","0.9375"
"1740253","0.78125","0.78125","0.78125"
"1740259","0.96875","0.96875","0.96875"
"1740278","0.78125","0.78125","0.78125"
"1750222","1","1","1"
"1750227","0.78125","0.78125","0.78125"
"1750249","0.9375","0.9375","0.9375"
"1750265","0.875","0.875","0.875"
"1750283","0.9375","0.9375","0.9375"
"1760236","0.78125","0.78125","0.78125"
"1760238","0.96875","0.96875","0.96875"
"1760240","1","1","1"
"1760251","0.875","0.875","0.875"
"1760254","0.90625","0.90625","0.90625"
"1770220","0.9375","0.9375","0.9375"
"1770231","0.96875","0.96875","0.96875"
"1770238","0.8125","0.8125","0.8125"
"1770248","0.875","0.875","0.875"
"1770259","1","1","1"
"1780230","0.84375","0.84375","0.84375"
"1780235","0.875","0.875","0.875"
"1780236","0.875","0.875","0.875"
"1780241","0.84375","0.84375","0.84375"
"1780251","0.9375","0.9375","0.9375"
"1790222","0.875","0.875","0.875"
"1790223","0.90625","0.90625","0.90625"
"1790241","0.96875","0.96875","0.96875"
"1790260","0.875","0.875","0.875"
"1790271","0.8125","0.8125","0.8125"
"1800222","0.90625","0.90625","0.90625"
"1800225","0.84375","0.84375","0.84375"
"1800256","0.9375","0.9375","0.9375"
"1800257","0.84375","0.84375","0.84375"
"1800261","0.9375","0.9375","0.9375"
"1810223","0.875","0.875","0.875"
"1810241","0.78125","0.78125","0.78125"
"1810255","0.96875","0.96875","0.96875"
"1810256","0.9375","0.9375","0.9375"
"1810260","0.84375","0.84375","0.84375"
"1820222","0.9375","0.9375","0.9375"
"1820224","0.84375","0.84375","0.84375"
"1820231","0.8125","0.8125","0.8125"
"1820233","0.8125","0.8125","0.8125"
"1820261","0.90625","0.90625","0.90625"
"1830236","0.796875","0.71875","0.875"
"1830256","0.875","0.875","0.875"
"1830262","0.875","0.875","0.875"
"1830277","1","1","1"
"1840243","0.8125","0.8125","0.8125"
"1840250","0.8125","0.8125","0.8125"
"1840255","0.9375","0.9375","0.9375"
"1840265","0.96875","0.96875","0.96875"
"1840267","0.96875","0.96875","0.96875"
"1850221","0.90625","0.90625","0.90625"
"1850222","0.84375","0.84375","0.84375"
"1850229","0.9375","0.9375","0.9375"
"1850230","0.9375","0.9375","0.9375"
"1850261","0.90625","0.90625","0.90625"
"1860221","0.875","0.875","0.875"
"1860230","0.84375","0.84375","0.84375"
"1860240","0.90625","0.90625","0.90625"
"1860251","0.9375","0.9375","0.9375"
"1860263","0.96875","0.96875","0.96875"
"1870222","0.90625","0.90625","0.90625"
"1870224","0.9375","0.9375","0.9375"
"1870239","0.90625","0.90625","0.90625"
"1870260","0.9375","0.9375","0.9375"
"1870263","0.90625","0.90625","0.90625"
"1880228","0.96875","0.96875","0.96875"
"1880242","0.90625","0.90625","0.90625"
"1880245","0.90625","0.90625","0.90625"
"1880252","0.875","0.875","0.875"
"1880261","0.9375","0.9375","0.9375"
"1890221","0.96875","0.96875","0.96875"
"1890223","0.90625","0.90625","0.90625"
"1890232","0.90625","0.90625","0.90625"
"1890234","0.90625","0.90625","0.90625"
"1890270","0.9375","0.9375","0.9375"
"1900222","0.96875","0.96875","0.96875"
"1900226","0.96875","0.96875","0.96875"
"1900241","0.78125","0.78125","0.78125"
"1900254","0.875","0.875","0.875"
"1900264","0.9375","0.9375","0.9375"
"1910235","0.875","0.875","0.875"
"1910246","0.96875","0.96875","0.96875"
"1910261","0.875","0.875","0.875"
"1910265","0.875","0.875","0.875"
"1920222","0.9375","0.9375","0.9375"
"1920227","0.90625","0.90625","0.90625"
"1920234","0.96875","0.96875","0.96875"
"1920253","0.90625","0.90625","0.90625"
"1920267","0.875","0.875","0.875"
"1930245","0.96875","0.96875","0.96875"
"1930246","1","1","1"
"1930254","0.90625","0.90625","0.90625"
"1930265","0.96875","0.96875","0.96875"
"1930269","0.9375","0.9375","0.9375"
"1940222","0.8125","0.8125","0.8125"
"1940223","0.84375","0.84375","0.84375"
"1940236","0.90625","0.90625","0.90625"
"1940246","0.90625","0.90625","0.90625"
"1940251","0.875","0.875","0.875"
"1950221","0.9375","0.9375","0.9375"
"1950249","0.875","0.875","0.875"
"1950259","0.9375","0.9375","0.9375"
"1950263","0.875","0.875","0.875"
"1950267","0.96875","0.96875","0.96875"
"1960223","0.9375","0.9375","0.9375"
"1960235","0.96875","0.96875","0.96875"
"1960264","0.890625","0.875","0.90625"
"1960268","0.96875","0.96875","0.96875"
"1970220","0.96875","0.96875","0.96875"
"1970230","0.9375","0.9375","0.9375"
"1970231","0.8125","0.8125","0.8125"
"1970240","0.9375","0.9375","0.9375"
"1970253","0.90625","0.90625","0.90625"
"1980228","0.875","0.875","0.875"
"1980232","0.9375","0.9375","0.9375"
"1980254","0.9375","0.9375","0.9375"
"1980263","0.96875","0.96875","0.96875"
"1990220","0.96875","0.96875","0.96875"
"1990236","0.84375","0.84375","0.84375"
"1990248","0.96875","0.96875","0.96875"
"1990259","0.90625","0.90625","0.90625"
"1990265","0.8125","0.8125","0.8125"
"2000226","1","1","1"
"2000250","0.9375","0.9375","0.9375"
"2000261","0.9375","0.9375","0.9375"
"2000265","0.90625","0.90625","0.90625"
