"Step","Group: terran_5_vs_5_ACORM - win_rate","Group: terran_5_vs_5_ACORM - win_rate__MIN","Group: terran_5_vs_5_ACORM - win_rate__MAX"
"430638","0.46875","0.46875","0.46875"
"430683","0.375","0.375","0.375"
"440612","0.46875","0.46875","0.46875"
"440623","0.34375","0.34375","0.34375"
"440627","0.28125","0.28125","0.28125"
"440637","0.46875","0.46875","0.46875"
"440642","0.625","0.625","0.625"
"440658","0.53125","0.53125","0.53125"
"450613","0.46875","0.46875","0.46875"
"450614","0.3125","0.3125","0.3125"
"450625","0.28125","0.28125","0.28125"
"450630","0.46875","0.46875","0.46875"
"450632","0.4375","0.4375","0.4375"
"450699","0.34375","0.34375","0.34375"
"460606","0.34375","0.34375","0.34375"
"460607","0.46875","0.46875","0.46875"
"460613","0.5","0.5","0.5"
"460626","0.46875","0.46875","0.46875"
"460644","0.59375","0.59375","0.59375"
"460692","0.4375","0.4375","0.4375"
"470612","0.5","0.5","0.5"
"470629","0.5625","0.5625","0.5625"
"470641","0.5","0.5","0.5"
"470655","0.40625","0.40625","0.40625"
"470660","0.375","0.375","0.375"
"470702","0.4375","0.4375","0.4375"
"480600","0.578125","0.46875","0.6875"
"480603","0.25","0.25","0.25"
"480648","0.5625","0.5625","0.5625"
"480673","0.40625","0.40625","0.40625"
"480696","0.4375","0.4375","0.4375"
"490610","0.453125","0.375","0.53125"
"490625","0.59375","0.59375","0.59375"
"490638","0.5625","0.5625","0.5625"
"490656","0.5","0.5","0.5"
"500611","0.46875","0.46875","0.46875"
"500613","0.34375","0.34375","0.34375"
"500614","0.4375","0.4375","0.4375"
"500657","0.59375","0.59375","0.59375"
"500675","0.3125","0.3125","0.3125"
"500699","0.375","0.375","0.375"
"510601","0.4375","0.4375","0.4375"
"510605","0.5625","0.5625","0.5625"
"510607","0.5625","0.5625","0.5625"
"510612","0.46875","0.46875","0.46875"
"510651","0.4375","0.4375","0.4375"
"510661","0.34375","0.34375","0.34375"
"520601","0.625","0.625","0.625"
"520611","0.5625","0.5625","0.5625"
"520613","0.21875","0.21875","0.21875"
"520635","0.46875","0.46875","0.46875"
"520646","0.375","0.375","0.375"
"520648","0.3125","0.3125","0.3125"
"530607","0.4375","0.4375","0.4375"
"530622","0.40625","0.40625","0.40625"
"530626","0.484375","0.4375","0.53125"
"530637","0.46875","0.40625","0.53125"
"540620","0.453125","0.40625","0.5"
"540629","0.4375","0.4375","0.4375"
"540649","0.625","0.625","0.625"
"540714","0.46875","0.46875","0.46875"
"540718","0.40625","0.40625","0.40625"
"550619","0.46875","0.46875","0.46875"
"550631","0.5625","0.5625","0.5625"
"550633","0.375","0.375","0.375"
"550643","0.40625","0.40625","0.40625"
"550647","0.40625","0.40625","0.40625"
"550673","0.25","0.25","0.25"
"560601","0.6875","0.6875","0.6875"
"560602","0.6875","0.6875","0.6875"
"560605","0.28125","0.28125","0.28125"
"560629","0.53125","0.53125","0.53125"
"560630","0.59375","0.59375","0.59375"
"560633","0.46875","0.46875","0.46875"
"570604","0.625","0.625","0.625"
"570625","0.65625","0.65625","0.65625"
"570631","0.59375","0.59375","0.59375"
"570638","0.40625","0.40625","0.40625"
"570645","0.375","0.375","0.375"
"570673","0.5","0.5","0.5"
"580604","0.40625","0.40625","0.40625"
"580622","0.59375","0.59375","0.59375"
"580634","0.53125","0.53125","0.53125"
"580644","0.4375","0.4375","0.4375"
"580677","0.625","0.625","0.625"
"580761","0.4375","0.4375","0.4375"
"590606","0.53125","0.53125","0.53125"
"590608","0.625","0.625","0.625"
"590625","0.5625","0.5625","0.5625"
"590628","0.4375","0.4375","0.4375"
"590643","0.59375","0.59375","0.59375"
"590650","0.4375","0.4375","0.4375"
"600600","0.46875","0.46875","0.46875"
"600611","0.5","0.5","0.5"
"600616","0.53125","0.53125","0.53125"
"600626","0.609375","0.5625","0.65625"
"600657","0.4375","0.4375","0.4375"
"610602","0.4375","0.4375","0.4375"
"610604","0.46875","0.46875","0.46875"
"610622","0.59375","0.59375","0.59375"
"610627","0.625","0.625","0.625"
"610638","0.53125","0.53125","0.53125"
"610664","0.4375","0.4375","0.4375"
"620602","0.3125","0.3125","0.3125"
"620604","0.59375","0.59375","0.59375"
"620605","0.53125","0.53125","0.53125"
"620608","0.40625","0.40625","0.40625"
"620621","0.625","0.625","0.625"
"620629","0.4375","0.4375","0.4375"
"630604","0.5","0.5","0.5"
"630605","0.578125","0.5625","0.59375"
"630611","0.4375","0.4375","0.4375"
"630614","0.625","0.625","0.625"
"630640","0.40625","0.40625","0.40625"
"640605","0.65625","0.65625","0.65625"
"640617","0.4375","0.4375","0.4375"
"640623","0.46875","0.46875","0.46875"
"640632","0.5","0.5","0.5"
"640641","0.375","0.375","0.375"
"640658","0.4375","0.4375","0.4375"
"650601","0.5","0.5","0.5"
"650607","0.65625","0.65625","0.65625"
"650620","0.40625","0.40625","0.40625"
"650627","0.5","0.5","0.5"
"650635","0.59375","0.59375","0.59375"
"650653","0.5","0.5","0.5"
"660605","0.4375","0.4375","0.4375"
"660607","0.5625","0.46875","0.65625"
"660609","0.5625","0.5625","0.5625"
"660617","0.5","0.5","0.5"
"660665","0.5","0.5","0.5"
"670625","0.46875","0.46875","0.46875"
"670633","0.5625","0.5625","0.5625"
"670658","0.5625","0.5625","0.5625"
"670659","0.28125","0.28125","0.28125"
"670663","0.59375","0.59375","0.59375"
"670674","0.53125","0.53125","0.53125"
"680609","0.53125","0.53125","0.53125"
"680616","0.4375","0.4375","0.4375"
"680621","0.5","0.5","0.5"
"680623","0.65625","0.65625","0.65625"
"680633","0.5","0.5","0.5"
"680652","0.46875","0.46875","0.46875"
"690604","0.53125","0.53125","0.53125"
"690609","0.4375","0.4375","0.4375"
"690610","0.5","0.5","0.5"
"690622","0.5","0.5","0.5"
"690628","0.375","0.375","0.375"
"690644","0.6875","0.6875","0.6875"
"700601","0.53125","0.53125","0.53125"
"700622","0.625","0.625","0.625"
"700623","0.625","0.625","0.625"
"700627","0.59375","0.59375","0.59375"
"700632","0.46875","0.46875","0.46875"
"700661","0.75","0.75","0.75"
"710608","0.546875","0.4375","0.65625"
"710612","0.5625","0.5625","0.5625"
"710616","0.625","0.625","0.625"
"710623","0.5","0.5","0.5"
"710674","0.625","0.625","0.625"
"720604","0.65625","0.65625","0.65625"
"720606","0.5625","0.5625","0.5625"
"720620","0.6875","0.6875","0.6875"
"720634","0.5","0.5","0.5"
"720636","0.4375","0.4375","0.4375"
"720649","0.59375","0.59375","0.59375"
"730611","0.65625","0.65625","0.65625"
"730621","0.59375","0.59375","0.59375"
"730638","0.5","0.5","0.5"
"730644","0.59375","0.59375","0.59375"
"730659","0.625","0.625","0.625"
"730715","0.4375","0.4375","0.4375"
"740609","0.5625","0.5625","0.5625"
"740626","0.4375","0.4375","0.4375"
"740628","0.546875","0.53125","0.5625"
"740633","0.53125","0.53125","0.53125"
"740689","0.40625","0.40625","0.40625"
"750605","0.578125","0.53125","0.625"
"750606","0.65625","0.65625","0.65625"
"750608","0.71875","0.71875","0.71875"
"750626","0.71875","0.71875","0.71875"
"750629","0.53125","0.53125","0.53125"
"760608","0.5","0.5","0.5"
"760615","0.625","0.625","0.625"
"760620","0.53125","0.53125","0.53125"
"760634","0.5625","0.5625","0.5625"
"760650","0.53125","0.53125","0.53125"
"760672","0.53125","0.53125","0.53125"
"770613","0.53125","0.53125","0.53125"
"770618","0.53125","0.53125","0.53125"
"770619","0.46875","0.46875","0.46875"
"770634","0.71875","0.71875","0.71875"
"770638","0.5","0.5","0.5"
"770646","0.46875","0.46875","0.46875"
"780603","0.59375","0.59375","0.59375"
"780609","0.71875","0.71875","0.71875"
"780627","0.6875","0.6875","0.6875"
"780631","0.71875","0.71875","0.71875"
"780668","0.46875","0.46875","0.46875"
"780671","0.59375","0.59375","0.59375"
"790602","0.53125","0.53125","0.53125"
"790604","0.46875","0.46875","0.46875"
"790609","0.5","0.5","0.5"
"790623","0.59375","0.59375","0.59375"
"790640","0.5","0.5","0.5"
"790659","0.53125","0.53125","0.53125"
"800600","0.65625","0.65625","0.65625"
"800606","0.75","0.75","0.75"
"800620","0.40625","0.40625","0.40625"
"800634","0.5625","0.5625","0.5625"
"800644","0.59375","0.59375","0.59375"
"800657","0.5","0.5","0.5"
"810612","0.6875","0.6875","0.6875"
"810613","0.53125","0.53125","0.53125"
"810622","0.625","0.625","0.625"
"810631","0.65625","0.65625","0.65625"
"810655","0.5","0.5","0.5"
"810756","0.625","0.625","0.625"
"820612","0.5625","0.5625","0.5625"
"820623","0.6875","0.6875","0.6875"
"820625","0.71875","0.71875","0.71875"
"820633","0.53125","0.53125","0.53125"
"820656","0.46875","0.46875","0.46875"
"820797","0.53125","0.53125","0.53125"
"830603","0.453125","0.34375","0.5625"
"830613","0.4375","0.4375","0.4375"
"830629","0.5625","0.5625","0.5625"
"830635","0.71875","0.71875","0.71875"
"830658","0.5625","0.5625","0.5625"
"840609","0.53125","0.53125","0.53125"
"840619","0.625","0.625","0.625"
"840621","0.6875","0.6875","0.6875"
"840628","0.65625","0.65625","0.65625"
"840632","0.5","0.5","0.5"
"840643","0.5","0.5","0.5"
"850611","0.46875","0.46875","0.46875"
"850622","0.53125","0.53125","0.53125"
"850626","0.40625","0.40625","0.40625"
"850627","0.53125","0.53125","0.53125"
"850629","0.4375","0.4375","0.4375"
"850656","0.625","0.625","0.625"
"860601","0.53125","0.53125","0.53125"
"860610","0.6875","0.6875","0.6875"
"860622","0.5625","0.5625","0.5625"
"860629","0.40625","0.40625","0.40625"
"860639","0.59375","0.59375","0.59375"
"860641","0.5","0.5","0.5"
"870627","0.4375","0.4375","0.4375"
"870631","0.3125","0.3125","0.3125"
"870632","0.6875","0.6875","0.6875"
"870639","0.6875","0.6875","0.6875"
"870656","0.5625","0.5625","0.5625"
"870670","0.46875","0.46875","0.46875"
"880608","0.53125","0.53125","0.53125"
"880609","0.78125","0.78125","0.78125"
"880637","0.71875","0.71875","0.71875"
"880647","0.625","0.625","0.625"
"880658","0.5625","0.5625","0.5625"
"880709","0.5625","0.5625","0.5625"
"890600","0.65625","0.65625","0.65625"
"890617","0.75","0.75","0.75"
"890620","0.65625","0.65625","0.65625"
"890626","0.71875","0.71875","0.71875"
"890654","0.65625","0.65625","0.65625"
"890665","0.625","0.625","0.625"
"900607","0.625","0.625","0.625"
"900610","0.59375","0.59375","0.59375"
"900623","0.4375","0.4375","0.4375"
"900624","0.625","0.625","0.625"
"900635","0.53125","0.53125","0.53125"
"900637","0.46875","0.46875","0.46875"
"910606","0.53125","0.53125","0.53125"
"910607","0.65625","0.65625","0.65625"
"910616","0.46875","0.46875","0.46875"
"910629","0.5","0.5","0.5"
"910638","0.65625","0.65625","0.65625"
"910642","0.59375","0.59375","0.59375"
"920600","0.625","0.625","0.625"
"920602","0.5","0.5","0.5"
"920610","0.6875","0.6875","0.6875"
"920622","0.53125","0.53125","0.53125"
"920624","0.53125","0.53125","0.53125"
"920644","0.625","0.625","0.625"
"930605","0.4375","0.4375","0.4375"
"930611","0.875","0.875","0.875"
"930631","0.53125","0.53125","0.53125"
"930645","0.5","0.5","0.5"
"930654","0.5625","0.5625","0.5625"
"930683","0.5625","0.5625","0.5625"
"940616","0.65625","0.65625","0.65625"
"940624","0.59375","0.59375","0.59375"
"940627","0.40625","0.40625","0.40625"
"940628","0.4375","0.4375","0.4375"
"940630","0.5625","0.5625","0.5625"
"940650","0.78125","0.78125","0.78125"
"950609","0.625","0.625","0.625"
"950615","0.5833333333333334","0.53125","0.65625"
"950630","0.65625","0.65625","0.65625"
"950667","0.59375","0.59375","0.59375"
"960603","0.53125","0.53125","0.53125"
"960605","0.65625","0.65625","0.65625"
"960615","0.65625","0.65625","0.65625"
"960621","0.65625","0.65625","0.65625"
"960658","0.5625","0.5625","0.5625"
"960683","0.59375","0.59375","0.59375"
"970613","0.546875","0.46875","0.625"
"970617","0.5625","0.5625","0.5625"
"970622","0.59375","0.59375","0.59375"
"970646","0.5625","0.5625","0.5625"
"970651","0.5625","0.5625","0.5625"
"980616","0.5","0.5","0.5"
"980617","0.5625","0.5625","0.5625"
"980622","0.5625","0.40625","0.71875"
"980630","0.5","0.5","0.5"
"980793","0.59375","0.59375","0.59375"
"990601","0.59375","0.59375","0.59375"
"990626","0.46875","0.46875","0.46875"
"990627","0.78125","0.78125","0.78125"
"990631","0.46875","0.46875","0.46875"
"990658","0.75","0.75","0.75"
"990667","0.59375","0.59375","0.59375"
"1000604","0.5625","0.5625","0.5625"
"1000607","0.59375","0.59375","0.59375"
"1000613","0.59375","0.59375","0.59375"
"1000616","0.8125","0.8125","0.8125"
"1000621","0.71875","0.71875","0.71875"
"1000630","0.53125","0.53125","0.53125"
"1010611","0.65625","0.65625","0.65625"
"1010615","0.65625","0.65625","0.65625"
"1010620","0.65625","0.65625","0.65625"
"1010627","0.5625","0.5625","0.5625"
"1010644","0.59375","0.59375","0.59375"
"1010645","0.65625","0.65625","0.65625"
"1020605","0.78125","0.78125","0.78125"
"1020614","0.5625","0.5625","0.5625"
"1020621","0.625","0.625","0.625"
"1020640","0.59375","0.59375","0.59375"
"1020641","0.75","0.75","0.75"
"1020648","0.5","0.5","0.5"
"1030607","0.53125","0.53125","0.53125"
"1030611","0.5625","0.53125","0.59375"
"1030628","0.59375","0.59375","0.59375"
"1030639","0.5","0.5","0.5"
"1030665","0.59375","0.59375","0.59375"
"1040602","0.65625","0.625","0.6875"
"1040609","0.71875","0.71875","0.71875"
"1040610","0.71875","0.71875","0.71875"
"1040611","0.71875","0.71875","0.71875"
"1040643","0.5","0.5","0.5"
"1050605","0.53125","0.53125","0.53125"
"1050607","0.71875","0.71875","0.71875"
"1050627","0.65625","0.65625","0.65625"
"1050631","0.6875","0.6875","0.6875"
"1050633","0.625","0.625","0.625"
"1050634","0.5625","0.5625","0.5625"
"1060603","0.625","0.625","0.625"
"1060604","0.5625","0.5625","0.5625"
"1060623","0.59375","0.59375","0.59375"
"1060624","0.6875","0.6875","0.6875"
"1060655","0.65625","0.65625","0.65625"
"1060705","0.65625","0.65625","0.65625"
"1070603","0.75","0.75","0.75"
"1070608","0.625","0.625","0.625"
"1070619","0.5","0.5","0.5"
"1070632","0.5625","0.5625","0.5625"
"1070641","0.65625","0.65625","0.65625"
"1070661","0.59375","0.59375","0.59375"
"1080606","0.484375","0.40625","0.5625"
"1080608","0.53125","0.53125","0.53125"
"1080610","0.71875","0.71875","0.71875"
"1080622","0.59375","0.59375","0.59375"
"1080638","0.5","0.5","0.5"
"1090612","0.59375","0.59375","0.59375"
"1090614","0.625","0.625","0.625"
"1090620","0.3125","0.3125","0.3125"
"1090630","0.6875","0.6875","0.6875"
"1090651","0.59375","0.59375","0.59375"
"1090668","0.40625","0.40625","0.40625"
"1100618","0.65625","0.65625","0.65625"
"1100620","0.4375","0.4375","0.4375"
"1100625","0.5625","0.5625","0.5625"
"1100652","0.6875","0.6875","0.6875"
"1100657","0.625","0.625","0.625"
"1100684","0.34375","0.34375","0.34375"
"1110609","0.8125","0.8125","0.8125"
"1110617","0.625","0.625","0.625"
"1110628","0.46875","0.46875","0.46875"
"1110635","0.6875","0.6875","0.6875"
"1110670","0.5","0.5","0.5"
"1110788","0.71875","0.71875","0.71875"
"1120632","0.59375","0.59375","0.59375"
"1120637","0.625","0.625","0.625"
"1120642","0.78125","0.78125","0.78125"
"1120645","0.625","0.625","0.625"
"1120649","0.375","0.375","0.375"
"1120664","0.625","0.625","0.625"
"1130626","0.6875","0.6875","0.6875"
"1130629","0.625","0.625","0.625"
"1130630","0.53125","0.53125","0.53125"
"1130634","0.65625","0.65625","0.65625"
"1130641","0.4375","0.4375","0.4375"
"1130658","0.46875","0.46875","0.46875"
"1140603","0.5","0.5","0.5"
"1140612","0.5","0.5","0.5"
"1140617","0.78125","0.78125","0.78125"
"1140633","0.4375","0.4375","0.4375"
"1140638","0.59375","0.59375","0.59375"
"1140649","0.65625","0.65625","0.65625"
"1150608","0.46875","0.3125","0.625"
"1150609","0.75","0.75","0.75"
"1150619","0.6875","0.6875","0.6875"
"1150633","0.625","0.625","0.625"
"1150645","0.53125","0.53125","0.53125"
"1160607","0.5","0.5","0.5"
"1160634","0.59375","0.59375","0.59375"
"1160639","0.46875","0.46875","0.46875"
"1160647","0.65625","0.65625","0.65625"
"1160655","0.71875","0.71875","0.71875"
"1160656","0.46875","0.46875","0.46875"
"1170610","0.75","0.75","0.75"
"1170614","0.625","0.625","0.625"
"1170615","0.65625","0.65625","0.65625"
"1170622","0.53125","0.53125","0.53125"
"1170626","0.4375","0.4375","0.4375"
"1170651","0.59375","0.59375","0.59375"
"1180606","0.65625","0.65625","0.65625"
"1180615","0.59375","0.59375","0.59375"
"1180618","0.65625","0.65625","0.65625"
"1180629","0.65625","0.65625","0.65625"
"1180632","0.46875","0.46875","0.46875"
"1180647","0.4375","0.4375","0.4375"
"1190608","0.59375","0.59375","0.59375"
"1190620","0.625","0.625","0.625"
"1190621","0.6875","0.6875","0.6875"
"1190638","0.6875","0.6875","0.6875"
"1190645","0.53125","0.53125","0.53125"
"1190667","0.65625","0.65625","0.65625"
"1200601","0.53125","0.53125","0.53125"
"1200606","0.625","0.625","0.625"
"1200630","0.59375","0.59375","0.59375"
"1200631","0.625","0.625","0.625"
"1200636","0.59375","0.59375","0.59375"
"1200675","0.59375","0.59375","0.59375"
"1210602","0.6875","0.6875","0.6875"
"1210607","0.65625","0.65625","0.65625"
"1210616","0.5625","0.5625","0.5625"
"1210619","0.53125","0.53125","0.53125"
"1210634","0.40625","0.40625","0.40625"
"1210648","0.46875","0.46875","0.46875"
"1220619","0.59375","0.59375","0.59375"
"1220622","0.625","0.625","0.625"
"1220628","0.625","0.625","0.625"
"1220635","0.6875","0.6875","0.6875"
"1220643","0.625","0.625","0.625"
"1220644","0.71875","0.71875","0.71875"
"1230628","0.703125","0.65625","0.75"
"1230630","0.53125","0.53125","0.53125"
"1230634","0.59375","0.59375","0.59375"
"1230641","0.8125","0.8125","0.8125"
"1230711","0.59375","0.59375","0.59375"
"1240601","0.5","0.5","0.5"
"1240627","0.5625","0.5625","0.5625"
"1240632","0.65625","0.65625","0.65625"
"1240642","0.71875","0.71875","0.71875"
"1240645","0.5625","0.5625","0.5625"
